 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
8/3/2013," ""Good work Environment| good benefits"" ",4,Current Employee - Brand Intelligence Officer, Pros You get very good benefits. It is an international work environment with more than 20 nationalities. Nice and friendly people to work with. ," Cons It is in ""Paris"" but actually the offices are quite far from the city center. May take long until you get a promotion. Working with the headquarters is Japan is very challenging ",0,
4/3/2013," ""Nissan is good place to work"" ",3,Current Employee - Anonymous Employee, Pros Flexible work style| focus on end result , Cons Global company with Japanese style. ,-1,
1/2/2013," ""Interesting work| challenging hours and culture| rewarding experience"" ",4,Current Employee - Senior Project Engineer, Pros Diverse cultural environment| focus on end result , Cons Difficult to advance in career ,-1,
28/1/2013," ""They treat you very well| I never felt disrespected| room for improvement."" ",5,Former Employee - Car Salesman, Pros Nice work place| friendly environment| good money| good experiance. , Cons Slow weeks| unpredictable| back out sales. ,0,
22/1/2013," ""A company that has potential to go far| but the employees are so bitter and hateful that success is doomed."" ",3,Current Employee - OEM, Pros It's in a great location. It's the Auto business , Cons LONG HOURS (7 AM until 6:30 is typical)On sales close| you will work until midnight. No exceptions.Employees hate each other.Benefits are terrible - especially insurancehigh turnover ,0,
6/12/2012," ""My experience is |which I learned my basic industrial works as a fresher :-)"" ",5,Current Employee - STAMPING : Press Operator, Pros Best reason is : Following Gud in Safety|5s|quality and time on delivery... , Cons Nothing like that|not giving responses| ,0,
1/12/2012," ""One of the most unique automotive manufacture which has great accumulation of technology."" ",4,Former Employee - Associate," Pros Puts "" Diversity"" as a company's culture| thus much better than other Japanese companies to work for non-Japanese people.Can work as a center of a global motor company. Heaven for those who love cars. ", Cons Has open-culture than other Japanese companies| though still a Japanese company. In HQ| most of the people speak in Japanese (however| the company's official language is English). Most of the employees are Japanese (approx. 90%). Need to get used to Japanese culture in some extent. ,0,
9/11/2012," ""A great learning environment"" ",3,Former Employee - Anonymous Employee, Pros Worked at both Canada and US office and regardless of org size rotation opportunities exist. , Cons Politics is beyond tolerable and work life balance is often neglected because of interaction with Japan ,0,
5/10/2012," ""Just another job in the car business"" ",4,Current Employee - Manager, Parts Distribution, Pros At least it is Inside work , Cons Breathe car exhaust in a closed area all day. ,0
10/10/2012," ""Cheap and unprofessional"" ",2,Current Employee - Receptionist, Pros you make friends with the other misreable coworkers. ," Cons The managers expect so much yet refuse to pay a tad over minimum wage.The bosses and managers have personal relationships with coworkers and favor some over others| creating unjust ""hookups"" with deals. ",0,
28/9/2012," ""It's like a bucket of crabs| everyone back-biting trying to get to the top of the pile."" ",2,Current Employee - Maintenance Technician, Pros The money is average| insurance and benefits average. , Cons Bad management| no time for your family ,-1,
5/9/2012," ""non-responsive to employee's needs and welfare"" ",2,Former Employee - Line Technician, Pros technical skills| discipline and self reliance , Cons non competetiveness at the auto market ,0,
17/8/2012," ""Nice experience and growth opportunities for all"" ",4,Former Employee - Senior Specialist, Pros Good process| good quality| new knowledge , Cons Heavy workload| lacks attention to people ,0,
30/7/2012," ""good experiance"" ",4,Current Employee - Technical Service Engineer, Pros it is a big company| to gain some experiance. , Cons bad work timing which consumes the whole day. ,-1,
24/7/2012," ""big company with bad management"" ",2,Current Employee - Anonymous Employee, Pros good retail company in automobile market| with a lot of potentials in the greek market , Cons no future for career building ,0,
2/7/2012," ""service operation coordinator"" ",4,Current Employee - Service Operation Coordinator, Pros applying 5s on the work proceduresworking as an really actual warranty systemquality of the productsimproving & educating stafftaking care of the customers very well & respecting him as a NISSAN owner , Cons the problem is only in the management look to the service department staff since this section is not given an improvement in salary & benefits is it's not a direct money maker even if it's a very important strategically. ,0,
10/7/2012," ""Not employee friendly| Disrimination. Promotion / Increment based on race / skin color / gender(female)"" ",2,Current Employee - Manager, Pros You can inform prospective employer that you are working for Nissan Regional Office , Cons No salary increment for 3 years| No Company Car. Promotion / Salary increment not based on performance. ,-1,
26/6/2012," ""Good company overall but needs some tuning"" ",3,Current Employee - Manager, Pros -Good environment-Place to learn-Good exposure to regional/global counterparts , Cons -HR is lacking and lagging in terms of policies and maturity-Complete lack of flexibility in working hours-Pay is below market average-Departmental budgets are very tight with extreme cost cutting| which affects operations and projects-Headcount restrictions cause work overload ,-3,
17/6/2012," ""NSSW & Product Planning Manager"" ",3,Current Employee - Manager, Pros Professional working environmentOpen communicationFlexible working environmentFast decision making environment , Cons Hard to deal price with Japan therefore less competitive advantage vs. competitors ,0,
12/5/2012," ""very helpfull"" ",5,Current Employee - Trainee, Pros has oppertiontie to grow in my field , Cons very far awy from my home ,0,
12/4/2012," ""It was a good experience."" ",3,Current Employee - Anonymous Employee, Pros Nissan is a multinational company. You can work with people from other countries. You can use the cars for weekends if you ask for one. , Cons Too much overtime with not saying thank you or anything. Managers are not nice| some of them not even say hallo back to you. ,0,
18/7/2010," ""Great work environment but no interest from HR in employee development"" ",4,Current Employee - Anonymous Employee, Pros Challenging work environmentNice atmosphereDedicated peopleFlexible work environmentHigh level of responsibilities even for interns and junior employeesDiverse tasksOpportunities to work anywhere within europe , Cons Poor HR managementHigh employee turnoverLack of a standardized compensation policyVirtually little growth opportunitiesGeneral lack of cross-functional communication ,0,
16/5/2010," ""A stable circumstance to make a living"" ",3,Former Employee - Regional Manager - Sales and Marketing, Pros - Compensation is good: the salary is higher than those of some industries in Taiwan- Secure environment- Respect the seniors: employees do not worry too much about retirement , Cons - Decentralized decision-making- Encourage people work hard but not work smart- Does not emphasize the value of team-work ,0,
14/2/2010," ""Okay place to work but not fabulous."" ",3,Former Employee - Anonymous Employee, Pros Company vehicle benefit for management and full in house gym facility. Employee lease program which makes vehicles very affordable. , Cons Uncommon to promote from within. ,0,
22/9/2008," ""Constant short-term with little long-term change"" ",2,Former Employee - Marketing, Pros Constantly changing for those who like new challenges. Get to drive the product. , Cons Volatility in the market/industry results in lack of job security and makes long-term planning difficult with short-term urgent matters constantly arising. Lack of labour resources. ,0,
22/9/2008," ""Frugaltiy At Work"" ",1,Current Employee - Analyst, Pros On-site gym and child care center. , Cons We are all asked to produce more with less resources. Quality of work suffers when quantity is demanded. Customer service related departments have an extensive training course before the employees begin their work. Other more technical areas have no training course and the staff are expected to train each other with minimal managerial input. ,0,
24/8/2008," ""Well organised with positive 'can do' culture; pressure to perform but not much recognition."" ",3,Current Employee - Engineer, Pros Positive goal achievement culture| well organised| reasonable training opportunities - e.g. 80% sponsorship for higher education. , Cons Limited career opportunities. Long working hours expected - seen as the 'norm' by management| therefore little appreciation shown. Pressure to perform| but little difference in reward between good performance and average performance. ,0,
22/6/2008," ""Learning experience EQUALS Sacrificing personal life."" ",3,Former Employee - Project Engineer, Pros Great learning experience. Everyone is very helpful and a lot of work is required| which in turn makes a great learning experience for any new engineers that are beginning their career in the automotive industry and any other industry. , Cons One of benefits of working a lot is obtaining a lot of informaiton and experience| but at the same time| an engineer will be working a lot of hours to complete assignments. In turn| an engineer will have to sacrifice some of his/her personal time for work. ,-1,
