 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
24/2/2015,Very Stingy on Benefits,1,Current Employee - Interior Engineer,ProsYou are paid even with very little work.,ConsBased on Detroit Free Press on Feb| 23| 2015| Ford generates $995 profit per vehicle whereas GM generates $650 per vehicle. Ford has a less number of salaried employees than GM. But| Ford distributes to salaried employees half the annual bonuses GM distributes to salaried employees. Ford is a stingy company. Ford is generous only to UAW and upper managements. That is why only average Joe engineers stay at Ford.,-10,,
24/2/2015,Outdated Office and Union Oriented Company,1,Current Employee - Closure Engineer,ProsIf you are a line assembly worker| this is the best company to work for in auto industry because their hourly rate| $58| is the industry best.,ConsIf you are a salaried employee| this is the worst company to work for in auto industry because your benefits and compensations will be the worst in the same industry. And to make it worse| it is getting worse.,-9,,
24/2/2015,Ford,1,Current Employee - Power Train Engineer,ProsThere are most of benefits available at this company.,ConsMost of the available benefits are uncompetitive (profit sharing| health insurance| vacation days| college tuition support| no car purchase or lease down payment voucher).,-9,,
28/1/2015,Good,4,Current Employee - Auto Assembly,ProsAs a production operator and college student the pay is above average for me to provide for myself and other expenses. You get paid every week which is a major plus!,ConsThe hours are very long. If you are on afternoon shift get ready to sacrifice a lot of things because you will be at work majority of your evening/morning.,-1,,
25/1/2015,Bureaucratic but thorough and rewarding,4,Current Employee - Ford College Graduate,ProsExcellent work/life balance| people are very exciting to work with| great opportunities to be involved in a wide range of divisions such as media| marketing| product development| etc. Willing to let you travel for work or work from home. Products are exciting.,ConsPay isn't extremely compelling compared to others| often times different divisions silo tasks| way too many meetings| large lack of task accountability when it comes to next step so more meetings get created| because a lot of the engineering is supplier-based there is less hands-on engineering in product development BUT it is present in research and launch duties.,-1,,
18/2/2015,High health insurance cost is killing me....,1,Current Employee - Product Development Engineer,ProsEvery year health insurance premium and deductible go up 10 times faster than my salary increase. I am getting poorer and poorer.,ConsHigh health insurance cost. Little annual bonus compared to competitors. GM gives 11% of engineers' salaries as annual bonuses. Mine is about half of that. My wife works for GM. So| I use GM's health insurance through my wife.,-13,,
26/1/2015,Pretty good first job,4,Former Employee - Financial Analyst,ProsLooks great on a resume| work/life isn't too bad (unless you are in product development)| learn a lot about the industry| get to rotate| tuition reimbursement (if you are ok with a 2 year committment)| and opportunities to take control of projects if you are ambitious,ConsThe greater Detroit area is absolutely miserable (surprise) and the auto industry isn't exactly dynamic or exciting,0,,
26/1/2015,Not so great when you work there as a contractor,3,Former Employee - Human Resources,ProsLots of smart| very dedicated| people that are trying very hard to be innovative within a company that's over 125 years old. There's a lot of respect for top management within the organization.,"ConsI understand why Ford has the rules they have in place for contractors| but the end result is that the contractor is treated with suspicion - although it's better on some teams than others. Also| contractors are not paid any more than Ford employees even though they receive none of the benefits that Ford employees do even though they are doing the same job. It's nearly impossible to get a raise because Ford considers contractors as ""hired guns"" who are hired to do a single job. The reality is that no one there does only what they were hired to do. Management ignores the fact that contractors take on other roles| outside their original responsibility| and should be paid more for it.",-4,,
19/1/2015,Advanced analysis kinematics to suspensions| engine roll| flexible components to development chassis components,5,Current Employee - Product Engineer,ProsGood working environment| benefits| job stability and development technology,Conslittle career opportunitieslow opportunity of improve salary,0,,
19/1/2015,Great culture and office environment,5,Former Employee - Financial Analyst,Prosflexitime available and adhered togreat work life balanceIncluded employees in announcements and events,Conslimited personal growth and progression| lots of people wanting promotion,0,,
20/1/2015,Very good culture and nice colleagues. People are always willing to help if you have any problem.,5,Former Employee - Financial Analyst,ProsGreat Culture and good people. Exciting new vehicles. Rotation problem is really good to keep people learn different things.,ConsOutdated system| requires manual work to analyze data,0,,
27/1/2015,Great company to work for along with all my work associates,4,Current Employee - Primary Designer,ProsGreat company to work for along with peers who are passionate about their work. Personal growth opportunities are always available to anyone with a passion for their career an the programs they are working on. Compensation is within the norm for the industry and in some cases above. Office culture is very supportive in all aspects of projects.,ConsNone to speak of except for some occasional office politics. I have experience more of that in other companies. That is something everyone has to deal with sooner or latter.,0,,
19/1/2015,Great place to work.,5,Current Employee - Product Development Engineer,ProsFriendly people. Hard work well recognised. Pay is competitive.,ConsSometimes| the contractor who works hard and smart cannot be converted to permanent role because of company policies.,0,,
21/1/2015,All things considered it is a good place to work,4,Current Employee - Anonymous Employee,ProsHappy workforce| good work life balance| cool cars that actually sell. As one of the major companies in the Detroit area it is nice to be at one that is so well respected by everyone.,ConsPromotions are few and far between. Meetings are required to schedule meetings. Old boys club is starting to retire but they are already grooming the not so old old boys club to fill their place.,-2,,
28/1/2015,Great people| lot of opportunity| everyone wants in on automotive. But environment is horrible.,3,Current Employee - Anonymous Employee,ProsGreat technology projectsGreat product to feel pride in the work,ConsWork environmentPoor office conditionsHard to obtain adequate resources,-2,,
24/1/2015,NVH Powertrain Engineering,4,Current Employee - Powertrain NVH Engineer,ProsA great group of people to work with and work environment very conducive to developing engineering skill set and experience in solving various NVH problems. Great fast pace environment with management recognizing hard work and results.,ConsAt times can be hectic and helps to be a social person.,0,,
20/1/2015,I was intern at project management office,4,Current Employee - Intern,ProsExperience to work in a dynamic company.,ConsWork with different people and in different situations,0,,
4/2/2015,Not much going on,1,Former Employee - Product Design Engineer,ProsNo good reason to pay horrible profit sharing money. Always industry worst to salaried employees.,ConsYour work hard| but profits go to UAW and upper management| not to general salaried roll employees. Glad I left this company and making more money at GM.,-21,,
22/1/2015,Good Place to work for 9 - 5 PM,3,Current Employee - Anonymous Employee,ProsPro's:Flexible work schedule| good work life balance| lot of training opportunities| very helpful colleagues| caring supervisors.This is a place where you find many employees working since 30+ years.,Cons-too much responsibilities given to new graduates (Ford College Graduates). They are given powers to decide on short listing suppliers (with all my respects to FCG's) I think it is too much responsibility for a new out of school grad.- non competitive salary n bonus compared to GM & Chrysler- Health premiums used be low 2 years back| sky rocketed now- some managers come predetermined to meetings| Lot of bending over attitude in front of managers which is not good for the company- Travel through company if you are a GSR level Engineer is pain in A##- Promotions for GSR will be a dream come true even though you work hard,-2,,
21/1/2015,Good for most,3,Current Employee - CAE Engineer,ProsGood benefits and a lot of teamwork,ConsThe base pay is very low| also its difficult to climb,0,,
14/1/2015,Program STA Engineer,4,Current Employee - Program STA Engineer,ProsAutomotive giant| lot of career development opportunities in PD group| travel opportunities| good work life balance depends on your mgr.| salary is ok.,Conssome micro managing.| medical plan is not that great unless you have comprehensive medical which costs huge money per pay check.,0,,
12/1/2015,Production Process Coach,4,Current Employee - Anonymous Employee,ProsExperience in the automotive industryFast paced workingAlways challenges each day,ConsStressful throughout each dayWork-Life Balance,0,,
12/1/2015,Overall great experience.,4,Current Employee - Finance Analyst,ProsGreat atmosphere and rotational program; so many different jobs to choose from.,ConsVery specific work; not a broad view of overall business.,0,,
19/1/2015,All Profits Go To Upper Management!,1,Current Employee - Product Development Engineer,ProsEnough parking space. You can come to work late as long as you finish your assignment.,ConsThey don't care much about general salaried roll employees. They act like the company makes profits only because of CEO. The Product Development Center is full of obnoxious smell. Employees feel like they work in a 20th century building. The benefit and health insurance are the industry-worst. After you pay high health insurance premiums and deductibles| your take-home money shrinks a lot.,-29,,
19/1/2015,Very Poor Management,1,Current Employee - Software Engineer,ProsYou get some discounts when you buy Ford cars| but some people buy Ford cars cheaper even without employee discounts.,ConsThe company think they provide competitive benefits to employees| but some employees know they are not because their spouses work for competitors. The company advertises like employees are very satisfied| but many of my coworkers don't agree. First| they highly regard line-workers (UAW) than competitors| but hard-working regular salaried employees are treated with a drop-in-a-bucket annual bonuses. Second| their employee discounts are laughable. My friend who is not a Ford employee can buy a Ford car for cheaper price. Third| employees' vacation days are one week less than the competitor in Warren| MI. If hired| you start with two weeks' vacation days| but the new hires at the competitor in Warren| MI start with three weeks.,-29,,
21/1/2015,Too Many Layers of Managements,1,Current Employee - Buyer,ProsI enjoy diversified coworkers who came from all sorts of foreign countries like India| Japan| Italy| Greece| etc.,ConsBasically there are too many managers| directors| vice presidents between me and CEO. Sometimes there are only two engineers under one supervisor. So much waste. No wonder our compensations and benefits are inferior to GM or Chrysler.,-26,,
24/1/2015,Worst job ever flatrate tech and stated was making too much money and was put on an hourly rate,1,Former Employee - General Service Technician,Prosno overlook by management,Consdrive and pay way to low,-21,,
14/1/2015,Good Business,3,Former Employee - Anonymous Employee,ProsFord has a very good business model selling a lot of vehicles on a fewer platforms making industry leading profits| which is good for profit sharing| good opportunities to explore the company and learn. Ford is better well managed. Great place to work.,"ConsBehind in Transmission technology| Ford College Graduate Program last 3 years| lack of diversity| most engineering buildings are very plain and gray with few windows (doesn't include Research and Advanced Engineering Bldg.)| Ford has had fewer ""exciting"" products| Lincoln is behind as a ""luxury""| Ford doesn't know how to make big leaps forward with new products.",0,,
2/1/2015,Great place to work,5,Former Employee - Anonymous Employee,ProsGreat salary and bonuses here.,ConsCompetitive work environment| long hours.,0,,
5/1/2015,Great Place for Growth,5,Former Employee - Intern,ProsGreat mentors to help you succeed and to help you grow so that you can maximize your potential,ConsToo stringent on certain matters such as legal and HR. I hope they stop being too stringent.,0,,
12/1/2015,Good Company to work for,3,Former Employee - Anonymous Employee,ProsGood benefits and initial salary. Middle management cares for its employees. Diverse employees and has HR team that cares about making workplace friendly and positive to be at. Also| company provides great job security.,ConsTakes long time to move up or into another better positions due to size of company. Also| difficult to network with employees outside your team as it is so large and spread throughout Detroit area.,0,,
12/1/2015,very political,3,Former Employee - Anonymous Employee,Prosnone that I can think of.,Consvery political and not a meritocracy,0,,
2/1/2015,My dream company,4,Former Employee - Anonymous Employee,ProsExcellent working environmentGood colleguesGood benefit package,ConsNo job growthNot let be an iniator,0,,
10/1/2015,Don't get stuck,3,Current Employee - Labor Relations Representative,ProsHelps professionals build a solid skills set in labor relations and human resources especially for those in the FCG program. Able to experience supporting salary and hourly employees in both manufacturing and staff roles.,ConsNot in charge of your own development based on interests if you are in the FCG program. You will be molded to what they think you should be. Your career will get stuck unless you get both HR staff roles as well as a labor relations role. Finally| don't expect payment or comp time when you work overtime. On a 4 day a week schedule but often log 2 additional days overtime without pay.,0,,
3/1/2015,Assembly line worker,4,Former Employee - Anonymous Employee,Prosfor 10k benefits nice environment to work salary was very goodno good place for growth and advancement in the company,Consthe distance is far some of the people were not friendly a lot of favoritism within the union,0,,
7/1/2015,Ford,3,Current Employee - Engineer,Pros- engineering driven- manufacturing orientated company- International atmosphere,Cons- most of the innovations are bought in from suppliers- too many tracking systems- little time left over for real engineering,0,,
15/12/2014,Political,2,Former Employee - Business Analyst,ProsGood pay and benefits package.,ConsIf not nepotism| then politics or ole' buddy system. Anything but merit.,-17,,
29/12/2014,Strong Company with a Long-Term Vision,4,Former Employee - Sales and Marketing,ProsExcellent compensation| room for personal development| strong leadership team. Alan Mulally was the best thing to happen to this company in the last 10 years -- gave the company a greater focus on product.,ConsThis is a big company and change is slow. Employees need to drive their own development| or get lost in the shuffle.,0,,
25/12/2014,Mechanical engineer for brakes,4,Former Employee - Mechanical Engineer,ProsGreat company to work for| very large company where growth is nearly unlimited. You make the most of your opportunity.,ConsVery competitive atmosphere. Have to be self driven,0,,
11/12/2014,Low-quality engineers and treats people like children,2,Current Employee - Software Engineer,ProsFord offers employees the ability to rotate into other parts of the business (and even requires this for college graduates). They offer tuition assistance| a patent rewards program and some unique benefits (ie. use of Ford lawyers for certain personal cases).,"ConsLeadership seems to be a huge problem within my organization. Nobody wants to take charge to make a product truly excellent| people just want to coast by without doing any hard work. A week stuck in meetings is a successful week to a lot of these people| even if no quantifiable work gets done after all the meetings.Ford treats employees like children. Employees have to go to mandatory hour-long ""trainings"" that basically tell you not to post confidential material on social networks and not to accept bribes from customers. IT sends out emails like ""Cyber Steve learns about safe Web browsing"" with a picture of a little cartoon IT guy telling you to use a secure password. It's insulting to be a professional engineer and having people treat you like a child.Another big problem is Ford promotes peopled based on how long you've been with the company instead of the quality of your work. This leads to| for example| an IT employee being promoted to supervisor of a production software team just because he's been at Ford the longest. These are just two different worlds and they don't mesh well together| which is why some of these production products are a disaster. People should be promoted based on the quality of their work| not for how many years they can sit behind the same desk.I have yet to meet someone at Ford who understands the difference between good software and bad software. People seem to think that if ""it works"" then it's good software and the project is good to ship. No! That is absolutely wrong! Just because the software works in a black-box test environment doesn't mean it's robust| readable| flexible or maintainable. Some of the software I've seen has been an absolute nightmare and my superiors refuse to let me make it any better because ""it already works"". Come back to me in 5 years when you have to make a change that becomes impossible to implement and tell me ""it works"".",-17,,
30/12/2014,Internship at Ford Motor Company,3,Former Employee - Software Engineer,ProsVery friendly environment. Great team to work with. There was a commuter bus that takes you from home to work and vice versa.,ConsToo many policies that make development of new projects very slow. Too many meetings that were sucking up the real work time .,0,,
18/12/2014,System Engineer Intern,4,Current Employee - Systems Engineer Intern,ProsBig company| u can learn a lot,Conspay is low| no benefit| no overtiem,0,,
24/12/2014,My experience was overall beneficial.,5,Former Employee - Receptionist,ProsGreat Co-workersGood salaryGreat interpersonal experience,ConsI do not have any cons for this company,0,,
10/12/2014,Great environment,4,Current Employee - Business Analyst,ProsGreat environment| 8 hour work days| Many team activities,ConsTo many non-value added policies,0,,
11/12/2014,Pretty Amazing Place,5,Current Employee - Ford College Graduate,ProsFord is awesome. Every day I am surrounded by engineers who put in a lot of work and effort to make sure the best they can do is going into their work. Work hours are very flexible| lots of autonomy| there is no micromanaging at all. Managers/ supervisors are so approachable and willing to help its ridiculous ( I am a new hire and know a few higher level managers and can email them or instant message them anytime and they always respond and are very helpful). Pay is competitive| benefits are good. It's a very big company| so work/life balance fluctuates depending where you go| but for the most part I'd say its pretty good. Plenty of opportunities to travel all over the world| I was almost sent to Spain for 2 weeks within my first 4 months of working. Ford gives you from a little before Christmas to a couple days after new years off as part of just holiday time off| not part of your vacation. So this is an additional like 2 weeks of paid vacation| on top of your vacation days (HUGE pro). Its an awesome place to work| I have been very pleased.,ConsMichigan is gorgeous in the summer| but is a very gloomy cold place in the winter. If you don't like the cold or are not used to it| this is a big con. Detroit isn't as bad as most people think| but there are some sketchy areas (some incredible ones too). In some departments (crash and safety engineering for instance) work/life balance is not good. For most people| during 4th of July you are forced to use 4 vacation days.. this sucks because you only get 10 your fist couple of years. Facilities where you work are very dated and ugly. Makes for kind of a gloomy environment. There are a lot of cons that you will get just because Ford is so huge| like dealing with IT| that will be the same pretty much any time you work for a big company though| lots of communication hold-ups and delays.,0,,
13/12/2014,Good Company cares about employees,4,Current Employee - Anonymous Employee,ProsA lot of opportunities for advancement,ConsManagement needs to be more open,0,,
10/12/2014,Great Company to Work For| Best in Business,4,Current Employee - Research Engineer,ProsGreat work environment and atmosphere. I appreciate the strong need for innovation and how open management is to transparency. There is a wide variety of things to contribute to as long as you initiate and make it happen!,ConsDecision making can be slow and getting special software onto your computer can take days to get approved. Sometimes the work can become stagnant at time. Management can sometimes be bureaucratic but definitely less in comparison to other workplaces.,0,,
4/12/2014,Line Assembler perspective,4,Current Employee - Line Assembler,Prosgreat pay plus benefits. Great way to meet new people increased chances of career oppurtunities,ConsHarsh working environment. Management can be full of bullies,-2,,
8/12/2014,Work/Life,2,Current Employee - Manufacturing Engineer,ProsDecent payGood travel opportunity,ConsUnderstaffed for the increasing pace of the industryManufacturing group is incredibly overworked and you will sacrifice your social life and personal relationships,-10,,
25/12/2014,Good before 2003| absoloutely horrible there after...,1,Current Employee - Product Development Engineering Supervisor,ProsCan't think of any at the moment.,ConsManagement that looks out for #1 - themselves. People throw other employees under the bus to make themselves look good. Management has very minimal ethics or morality. I worked for two managers who were simply evil; I suffered from PTSD for years.,-25,,
11/12/2014,Endless Opportunities and great people,5,Current Employee - Database Administrator,ProsAbility to completely change positions every year and a half if you desire. Flexible work schedule. Challenging work.,ConsLike and big company| internal politics can be frustrating.,0,,
10/12/2014,Purchasing Employee,5,Current Employee - Purchasing Buyer,ProsExcellent pay and benefits. Flexible. Great people and management,ConsTraining could be better. Would love to see improved technology and facilities,0,,
7/12/2014,Endless opportunities,5,Current Employee - Product Development Engineer,ProsThere are endless opportunities due to their size. Despite the common perception that the company is old school| they truly are a modern company in many ways (e.g. HR policies| flexible work schedules| and tuition assistance). I work with a diverse group of people and it really feels like I'm part of a family.,ConsWith a company so large network within the company is critical. Employees need to recognize this is a challenge and be proactive about it.,0,,
6/12/2014,this job is very restricted for supervisors.,2,Current Employee - Supervisor,Prospension and the pay is great,Consit depends on the job.,-6,,
5/12/2014,Quality Products| Best in the buisness labor and salary.,5,Current Employee - Fire Protection Specialist,ProsKnow we were producing a world class product everyday.,ConsDo to being market driven downsizing is always a possibility.,0,,
30/11/2014,One of the best automotive company.,4,Current Employee - Performance & Vehicle Simulation Engineer,Prosgood company with a great managers who lead this huge automotive company.Great salaries.,Consthey always want more from you,0,,
3/12/2014,Good if stable 9-5| good benefits| training| growth and recognition are priorities; over-achievers will be dissappointed,3,Current Employee - Ford College Graduate,ProsGood place to start a career| get experience| make a decent living. Can be challenging and innovative if you work in research & development or design & release and the program is launching.,ConsBehemoth of a company - this means a lot of places where quality (of product| employees| suppliers| motivation| etc.) can slip through the cracks. People are too talkative in the office and often put other engineers down. Employees need to respect each other more and let go of ego to proceed.,-1,,
23/11/2014,Great experience designing great products,4,Former Employee - Product Development Supervisor,ProsGreat products and an iconic history,ConsOrganizational structure having difficulty keeping pace with the company growth,0,,
17/11/2014,Product Development Engineer,4,Current Employee - Anonymous Employee,ProsStrong Innovation and work life balance. Great place to build carrer,ConsHigh Visibility. Demanding. Emloyee empowerment at times limited.,0,,
11/11/2014,Fast-paced| exciting work environment,4,Former Employee - Export Analyst,ProsWith the current CEO company has been focusing on its core brands| work as one team across the wold| and gaining a great momentum. Ford has a unique culture and the pride of being one of the most innovative car companies in the history.,ConsThe auto industry is highly competitive and there is a continuous cost pressure on the companies. It is very sensitive to global economic outlook.,0,,
18/11/2014,Ford is very short sited with sales employees. They need more outside the box thinkers with in the dealerships.,2,Former Employee - Anonymous Employee,ProsGreat product development and production,ConsPoorly ran dealerships. No training provided.,-5,,
23/11/2014,FoMoCo,3,Current Employee - Engineer,ProsFlexible working hour| nice person,Conspromotion chance is not much,0,,
10/11/2014,Good place to work| overall. But| lots of office politics.,4,Former Employee - Buyer,ProsFord is a good place to work. They treat their employees fairly and have a good salary and benefits system. I worked mostly in Purchasing while I was there| which is an interesting division.,ConsIt is difficult to get promoted unless you are one of management's favorites. It seems like decisions as to who gets promoted are somewhat arbitrary. Also| due to the size of the company| there is a lot of bureaucracy and it is difficult to get anything done quickly.,0,,
10/11/2014,Supervisor,5,Former Employee - Anonymous Employee,ProsGreat company to work . It has diverse culture.,ConsJust a typical company with opportunity for improvement,0,,
12/11/2014,Staffing Consultant,5,Current Employee - Staffing Consultant,ProsOpen to innovation and taking calculated risks. Strong family values and work life balance. Forward thinking.,ConsIt is a highly visible organization with strong product competition. That is a daily challenge.,0,,
16/11/2014,Great for experience development for Marketing people,3,Former Employee - Marketing Manager,ProsDue to the company global scale| you have the opportunity to work in other countries and many different functions. Compensation is good.,ConsWork/life balance is nonexistent. Even though the company promotes it as a core value. Benefits are not as good as in the past. If you move from a field position to an office position it's going to affect your previous benefits (E.g. car expenses).,-1,,
2/11/2014,Ford is a great place to work| with good work life balance.,4,Former Employee - Security Engineer,ProsWork life balance| good upper management| many opportunities to advance to new roles within the company.,ConsBureaucratic environment makes it difficult to get things done at times.,0,,
28/10/2014,A very well structured that could stand to loosen up a bit,4,Current Employee - Anonymous Employee,"ProsFord is a global company which can allow for a great variance in experience there. Management is generally well-guided and moves with purpose| and the lower management staff are very well trained in supporting their direct reports.Compensation is fair| although promotions can be tough to acquire if you're not good at being memorable and likeable. Benefits are pretty good| but not outstanding.While there's a great push for work/life balance (relaxed dress code| alternate work schedules| very few supervisors ""watch the clock"" for your coming and going| etc)| it's clear that the higher you go up the food chain| the more you're expected to give up.",ConsWhile each department runs like a well-oiled machine in most regards| cross-department interaction can be tenuous. Everyone is very disciplined in their skill-set| but the various processes and structures don't mesh well in other areas. This creates confusion| gaps in timing and understanding| and animosity among some players. It doesn't help that upper management| at least from an IT perspective| doesn't seem to be willing to push too hard to help remedy these problems.,-1,,
2/11/2014,Awesome place to work,4,Current Employee - Quality Engineer Gr 8,ProsI was working there. Great people. Salary is not bad. Realy| it is good place to start your own life.,ConsI have lost this job. And you do not have this job. You will have only positive emotions.,0,,
29/10/2014,Good Company| Solid Leadership and Great Opportunities,5,Current Employee - Anonymous Employee,"ProsSupportive managers who are interested in your career developmentGreat place to grow your skill setsOpportunity for career growth| must be willing to ""go get it""Abilility to go back to school and gain further knowledge",ConsThere are still some pockets of pre-One Ford ways that can make it difficult to accomplish tasks.,0,,
10/11/2014,Ok for now,3,Current Employee - Clay Artist,ProsDecent Pay| Established process| Friendly people,ConsTraining necessary| work life balance is decent,-1,,
2/11/2014,Process Coach in machining. Required to coach UAW operators and trades to run production and repair equipment.,2,Current Employee - Process Coach,ProsWage| $80 - $100k| decent to good benefits.Some great managers and employees.Other positions / departments are more satisfying then this machining department. I am told by many it is one of the most difficult.,"ConsUAW protects employees who need it (do not do their jobs). Some of upper management can not or will not back the process coach in debate against the UAW. Most union operators and Trades are very unmotivated and if the Process Coach pushes them to work they will find a way to do less and then report the Process Coach to labor relation for offensive behavior. So for example if upper management sends the command that all operators must clean their operations then Process Coach goes to all Operators and says ""please clean your area better before the end of shift"" the operators get together and decide they will all go to labor relations at separate times and report offensive language or aggressive behavior on the process coach| who is then disciplined.The process coach training does not cover much of the actual difficulties of the position.If the operators want overtime they can and will find a way to stall production so weekend production is scheduled. Weekend production is only an issue because the Process Coach is only paid their base pay no 1 1/2 or double time for mandatory overtime. Managers are known to schedule meetings before or after start of shifts requiring employees to work unpaid over time every day.Salary are required to present projects they have never seen before because they are not involved in the projects. Due to the tremendous amount of work load they have they do not have time to work on projects| leadership knows this but it is easier to force an unfinished report so the presenter looks unprepared.",-7,,
6/11/2014,Good pay| painful work,2,Former Employee - Anonymous Employee,ProsGood pay that about it,ConsHard work| co workers| hot,-4,,
10/11/2014,Gerardo school| but not yo make a career,3,Current Employee - Product Development Engineer,ProsFlexible work hours| good benefits| a lot of learning,ConsBad salaries| takes a long of time to get a promotion,0,,
22/10/2014,Exciting and innovative company that cares about employee satisfaction,5,Current Employee - Anonymous Employee,ProsManagement is very considerate of employee satisfaction| as well as career development. Great executive leadership team. Environment is very accommodating of work/life balance. Company is committed to innovation| risk taking| and beating the competition. Very exciting products to work on and challenging solutions to discover.,ConsThis is an older company with old and outdated facilities. Would be nice to see the company spend some many to improve the work environment and increase perks for employees.,-1,,
25/10/2014,One of the few you can plan your career with,4,Current Employee - Senior IT Analyst,ProsGreat leadership| excellent guidance| stable career development and competitive salary for the area.,ConsOld company / risk adverse. Things move slow| people who push the speed up get recognized.,0,,
24/10/2014,Fair.,4,Former Employee - Anonymous Employee,ProsIt's a company that encourages you to grow and helps you to achieve your goals. It has very interesting policies to help you balance your job and family life.,ConsMeetings are the entrance hall of hell; long| stressing and never lead to anything productive.,0,,
15/10/2014,New Engineer,4,Current Employee - Mechanical Engineer,ProsFord has good opportunities for a new engineer out of college. Product Development is binge hiring right now it seems. After being here for an internship and full-time a 1.5 years| I went from a very timid student to a confident engineer. I've learned so much more real-life problem solving skills that school cannot teach. Ford is large company - many opportunities to move laterally and up! Ford is very good with work-life balance and respects it. They encourage further education and offer training.,ConsLots of management layers can be frustrating and can hinder productivity. Buildings and facilities are outdated (furniture| layout)| however getting better with updating technology. Ford stuck in old processes - not very professional atmosphere.,-2,,
13/11/2014,an insult,1,Former Employee - Operator,ProsThe company is very powerful -- and historic,Constreated to an extreme sort of injustice in thinking and practice that has not been resolved yet.,-16,,
17/10/2014,Ford Motor Company,5,Current Employee - Anonymous Employee,ProsFord has a really good college graduate program where you can rotate between departments for 32 months,ConsFord is located in Michigan which really is not the ideal location for me to work. I was hoping for somewhere located a bit farther south.,0,,
10/10/2014,Great place to work,5,Former Employee - Anonymous Employee,ProsFreedom responsibility accountability ability to grow in the job,ConsSecond guessing slow professional growth,-2,,
18/10/2014,Manufacturing manager,4,Current Employee - Anonymous Employee,ProsDynamic business environment| autonomy| pay and benefits| motivated co workers| management communication of state of businesses and objectives| year end Xmas holiday time off| approx 2 weeks in addition to vacation time,ConsSalaried staffing levels perpetually tasked while workload increases| old-school motivation tactics| long hours| office facilities are dated and in many cases unpleasant,0,,
16/10/2014,Supportive culture| tons of internal mobility,5,Former Employee - Anonymous Employee,Prosthe culture at Ford was very collaborative and supportive. You are encouraged to network internally and take control of your career. The internal mobility is fantastic; some people switch jobs every 1-2 years to develop themselves professionally and help organizations where they can add more value.,ConsThe decision-making process is a bit cumbersome.... there are lots of teams that need to be notified so it takes awhile to take action. Also| Ford is still quite conservative so they may not be the most creative or innovative company to work for.,0,,
16/10/2014,Wonderful,5,Current Employee - Manufacturing Engineer,ProsValues| work-life balance| leadership| ingenuity. Working here is great! They treat their employees nice. Good pay. Gret benefits. Supportive management. Flexable hours. Salary. I highly reccomend you work for Ford if you get the chance. They're a great company to work for.,ConsI don't have any cons to list. I enjoyed my time and highly reccomend you work there if you can. It can be very competitive to get in but well worth it.,0,,
16/10/2014,You have to manage your own career path,4,Current Employee - Service Manager,ProsFord is a great place to work. Very flexible hours. You have the ability to be creative and work totally independent on the job.,ConsThere is no career path here. I would call my career here more like a job. No promotion in almost 16 years. Only one top performer rating in 22 years. I do get tarnished on my annual performance review even though I meet all my yearly objectives. The performance review process is totally broken here. Bonus payout amounts are totally based on performance results provided by managers whom some don't have a clue who you are or what you have accomplished for the past year. And why does management ask for our final objectives in mid October. Raises have been about average for the industry.,0,,
15/10/2014,Growing company,4,Current Employee - Product Development Engineer,Proslots of new work and new growth in an old company,Consit's an old company and people are less likely to change their ways,0,,
12/10/2014,good pay and benefits,4,Current Employee - Buyer,Prospay and benefits are good| bonus and raise each hour. hours are flexible| you can come in and leave pretty much whenever you want as long as work is completed at least thats how it is in purchasing.,Consrotunda center building is a disaster. needs to be torn down. water leaks| mold| floors flood whenever big rains hit. lots of paper work in purchasing sometimes hard to focus on my strategic projects due to red tape.,-1,,
24/10/2014,Sales Zone Manager,3,Former Employee - Zone Manager,ProsFlexible working hours| nice working environment| travel all around the country,ConsWork pressure is very high,0,,
9/10/2014,Engineer Intern,4,Former Employee - Program Management Analyst,ProsI was treated like a normal employee and was given projects that would influence the company. Ford was very invested in showing what the company is about. We met the CEO| visited the Henry Ford Museum and test drove 10 different Ford vehicles. It was a great summer.,ConsOverall the company was great. I have nothing bad to say about Ford. The only issue is Michigan. It is doable but just remember that it is there.,0,,
8/10/2014,Great company,4,Former Employee - Anonymous Employee,Pros- work life balance- Diversity- Good working culture,ConsPay is not competitive due to economic down turn,0,,
6/10/2014,Amazing Company!,5,Current Employee - Presenter | Product Specialist,ProsAmazing company to work for. Great work environment. Great colleagues. Very old school feel to this company.,ConsNo cons at this time.,0,,
16/10/2014,Great company to work for at non-managerial level,2,Former Employee - Purchasing Manager,ProsCompetitive pay and benefits. Working level experience fun and rewarding.,ConsExtremely political in compensation and career advancement| especially at managerial/director levels.,-3,,
4/10/2014,So Far| so good!,4,Current Employee - Legal Assistant,Pros- There are great people here to work with- They try to provide a good work life balance- Provide ways to keep you mentally and physically strong- Keeps the corporate message in front of you,Cons- Too much corporate bureaucracy within company- Keeps the corporate message in front of you- Sometimes takes forever to get things done based upon the corporate model,0,,
3/10/2014,Great Place to Work,5,Current Employee - Anonymous Employee,ProsThe team here is the best and motivated to delivering on a single vision as a company. Rotation program for new hires is strong and provides a good breadth of experience.,ConsThe auto industry is cyclical so there are inherent challenges working within that construct. Business plans can change quickly.,0,,
2/10/2014,Overall company,4,Current Employee - Plant Engineering Intern,ProsGood work environment| facilities| most people are helpful and willing to cooperate,ConsTime-base growth| if you are really talented and want to grow fast| in this company you will have to wait,0,,
