 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
22/7/2012," ""Honda was a great place to start my career| but not somewhere I saw myself working for the long haul."" ",4,Former Employee - Engineer, Pros Honda has a fantastic benefits package and great vacation time. They treat their employees well. I had a great| friendly relationship with the other individuals on my team. , Cons This location is in the middle of nowhere| far from any large city. I found it difficult to earn respect from my Japanese counterparts. ,0,
8/7/2012," ""Great experience"" ",5,Current Employee - Associate Marketing, Pros Customer driven policiesroom for learningemployess professional development , Cons focused but slow pace for market development strategies ,0,
6/6/2012," ""Good learning opportuninites"" ",4,Current Employee - Anonymous Employee, Pros Very refined systems| helpful associates| training schedule is very informative. , Cons Regional offices not well defined| policies some times contradict with employee comfort zone. ,0,
16/6/2012," ""Put your big boy pants on."" ",3,Current Employee - Sales Consultant, Pros The money| and real world sales experience. If you can weather this job successfully over the years| you are doing very very well. Making $100|000/yr + is not difficult| the difficult part is keeping your sanity & family over the years while maintaining that level of production. ," Cons Negative work environment| long hours| a ton of b.s. on the insignificant. This business is not a ""team effort|"" as much as management talks about it. Know that anyone will cut your throat for a few dollars| and your mother would lie to you during negotiations. If you're sensitive| get a job somewhere else. ",-1,
8/6/2012," ""hectic"" ",3,Current Employee - Anonymous Employee, Pros Learning is very good here , Cons Poor work culture & more work pressure ,0,
11/5/2012," ""neutral"" ",3,Former Employee - Anonymous Employee, Pros great place to learn basics| not too much politics| stable policies , Cons very conservative towards change| painfully slow personal growth| at the time compensation was far behind industry standard ,-1,
17/11/2011," ""Nice"" ",4,Current Employee - Customer Relations Manager, Pros Nice management| location| and of course| kapanese culture.I really loked it| nevrtheless of the extra time at work every day , Cons Not professional attitude| lots of the managers relatives hired| not friendly| not any kind of open minded style of managemtn ,-1,
5/9/2011," ""It's an okay place to work."" ",3,Current Employee - Automotive Technician, Pros Enjoy working on cars.The use of dealership equipmentThe state of the art trainingYou can clock out 40 hrs and get paid 90hrs if you are flat rate. , Cons The service adviser likes to play favoritism meaning you have to kiss their asses to make lots of moneyLimit amount of cars to work onYou can clock out 40 hours but only get paid 25hrs if you are flat rate.If a customer comes back with a complaint about their car that you just worked on| the advisers will throw you under the bus to save their asses even though its not your fault.Management will hired incompetent people. ,0,
15/5/2011," ""It's a pay check. Stable place to work| but not a good place if you want your pay to reflect your hard work"" ",2,Current Employee - Technical Specialist (Body Assembly), Pros *No lay-offs in the history of the plant*Solid benefits*Brand new plant; clean*Stable place to work*Legitimately some good people to work with*Great place for assembly line workers to grow and mature within the company*Great place for newly graduated engineers to get work experience*You don't have to choose what to wear to work| because you wear uniforms*Free pair of work boots every year ," Cons *Minimal pay raises/increases| with no encouragement to try harder*They emphasize being on ""one team""| but| no such evidence of actual application of this principle*Feedback system is majority in negative format - not so much ""good job""| but ""this is why this didn't work""*No real choice in your career path. They place you where they want you| and you have no clue how to work towards a position that you're interested in*Very strict with a vague set of rules. No established departmental policy - every policy is verbal| with nothing documented for reference| like the associate handbook is*No clear-cut way to show how you can advance within company*Poor job/career mapping. No one knows how to advance| outside of ""do very well"" for your performance review| but vague goals.*You do not feel like you are a vested interest within the company.*No true interest in technical employee advancement (They will not pay for you to go back to school| with no plans on ever doing so) ",-7,
1/3/2011," ""decent compensation| excellent benefits| little responsibility or challenging work. a nice play to retire to."" ",3,Former Employee - Product Engineer, Pros excellent benefits with decent pay along with other perks| vehicle discounts etc. , Cons poor work culture| little job responsibility or accountability.work itself is not very challenging or rewarding. ,-1,
19/1/2011," ""Short deadlines| multiple responsibilities| conservative"" ",3,Current Employee - Systems Analyst, Pros Good if you have a supporting and powerful managerSmall company| so good visibility if you deliverJob security for permanent staff (contractors also if you have the right contacts) , Cons ConservativePretty flat| not much room for growthHave to wait years for promotionNot much of a bonus or incrementLouse designations| keeping manufacturing mentality ,0,
13/11/2010," ""Good overall!"" ",4,Current Employee - Anonymous Employee, Pros Very diverse and challenging. Gives you the opportunity to take on big responsibilities , Cons Salary is low and there are not too many opportunities to move to different jobs ,0,
1/11/2010," ""Good place depending on management and surrounding"" ",4,Current Employee - Technician, Pros Easy cars to work on , Cons flat rate pay when it's slow ,0,
7/11/2010," ""Honda"" ",3,Current Employee - Anonymous Employee, Pros Learn a lot with alot of responsibilities , Cons Work too many weekends and holidays ,-1,
24/2/2010," ""Lot of work for little pay & support"" ",3,Current Employee - Anonymous Employee, Pros Support family life; fellow colleagues are nice , Cons Low pay & high expectations ,-2,
24/1/2010," ""Making it happen"" ",4,Former Employee - Sales Operations Analyst, Pros - being privy to upcoming product details| and more specifically developing the launch plans for these new products and getting to test them out!- you play a pivotal role in the development| implementation and achievement of the retail sales strategy.- direct interaction with senior management| high visibility within the organization; the important people will know who you are.- this position will help to groom you for advancement opportunities; in field management or more senior office positions- provide you with great hands on experience in business planning and execution.- if you are not already an expert (and you should be) you will hone your MS Excel| Access and PowerPoint skills here.- the health/dental/vision/drug benefit plan is excellent; my pharmacist actually told me it was the best she had come across.- good deals on company products. ," Cons - you will work plenty of overtime (50 to 60 hour weeks)- despite the official HR policy to the contrary| you generally will NOT be paid for this overtime. However there is occasionally some consideration given for time in lieu or other off-the-books perks; paid dinners| concert/event tickets| promotional items| etc...- although the company's products are very technologically advanced| many of their employees| including a few in positions of authority| hold rather ""old-fashioned"" attitudes| concerning business and otherwise. ",-1,
12/1/2010," ""Great starter job...but lacking upward opportunities."" ",2,Current Employee - Design Engineer, Pros Great coworkers for a young crowd. For those looking to settle down| this company offers great long term job security as long as you aren't too ambitious for advancement. Good benefits as well. , Cons Yearly pay increases are typically below inflation. Promotions have very little to do with ability and more to do with tenure. Senior management often tell you that you are important| but rarely do they show it. ,-3,
14/11/2009," ""Great co-op experience"" ",4,Former Employee - Co-op: Vehicle Research Engineer," Pros Honda R&D has a GREAT co-op program. Well| ""had"" a great co-op program. Word has it that they've ditched it in this automotive market downturn. I had a great experience there and learned a lot about mechanical engineering. ", Cons The co-op program is now gone. If they reinstate it| I would HIGHLY recommend applying. But the location is terrible. Ohio? C'mon. ,-1,
8/10/2009," ""Overall a good place to start off| but the ""revolving doors"" are an indication that this is not necessarily a place you"" ",3,Current Employee - Engineer," Pros Honda is an amazing company to work for. You can learn a lot from the expertise of those above you| and there is much to learn that you can either use at Honda or at another company to bring real value to their organization. The people are generally very supportive and see each other as ""teammates"" instead of opponents. This is why such quality product comes from this R&D center. ", Cons The pay is pretty marginal (even though they claim that it is competitive). Growth can seem slow if you don't embody exactly what your superiors want| but they don't make what they want very clear necessarily.Work can sometimes be very overwhelming| and if it weren't for the paid overtime| the high expectations that are put on the associates could never be met. ,0,
23/2/2009," ""Working in auto sales"" ",4,Former Employee - Finance Manager," Pros You can make decent money selling used cars. New car pricing is very competitive| and most dealers pay a ""mini"" averaging $100-$150 on new car sales with number bonuses...10 units sold| 15 units sold| etc. You have set hours| but things are usually pretty flexible because you are not punching a clock. If you enjoy selling| and can show true concern for your customers| you can have a good career in auto sales. ", Cons Believe it or not| when I started in car sales| there was no internet. No Edmunds|Costco|Consumer Reports websites. These sites make it very easy to price shop and get reliability and ownership feedback on any make or model car. As consumers| we have all become very smart shoppers and want the best price| best interest rate etc. Downside? You will rarely make a decent commission on a new car. You must go over the car completely with the customer| and they will do a survey with the manufacturer. If they didn't like the Finance Manager for instance| it may reflect on you. ,0,
15/10/2008," ""winnipeg honda is a great place to work."" ",5,Current Employee - Auto Tech, Pros the job environment and the other employees all get along wery well. they pay very well and give extra resources to the top producers (which i am) to allow them to produce even more for the company. customer satification is top priority and is more important than making money as if the customers are happy the money will come. ," Cons some of the upper management come accross as being ""better"" than me as i am ""just"" a mechanic.I produce over 250|000 dollars in labour each year for the company and i feel that they are not ""better"" than me and it is my work that pays their salleries as they don't make any income directly for the company. ",0,
12/8/2008," ""Cares for their people"" ",4,Former Employee - Manufacturing Engineer, Pros Good place to start your career and understand what a well run automotive company does to stay on top| Honda has a great benefit package and a lot of vacation time right from the start. Great overall policies and procedures. Free gym| classes and the largest internal corporate hockey league in N.A. , Cons excessive hours (I worked almost 3 months with two days off) and no incentive to move up the food chain - you lose some overtime benefits and are still expected to work the hours. The Human Resources staff treats employees as numbers and is generally hard to deal with. Top management is strong| but middle management is weak. ,-1,
7/7/2008," ""over all very happy with dealership just wish that they showed they cared more about their employees."" ",2,Current Employee - Manager, Pros especially in a time of poor economy| honda sales are up and see no slow down in sales , Cons long hours. very little time for a social life ,0,
