 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
25/1/2016,Design Release Engineer,4,Current Employee - Anonymous Employee,ProsGreat work place and people. Help you to develop your career,ConsHave to be proactive at your work,0,,
24/1/2016,Second one,5,Current Employee - Anonymous Employee,ProsGreat place to work at,ConsTendency to have long work hours,0,,
29/2/2016,Product Manager| 2001,1,Former Employee - Anonymous Employee,Prosroom for starting new initiativeslearned about the automotive industryRickmansworth branch managed the entire UKoffice is located right next to the train station for ease of commuting from london,Conslifeless office vibesubsidiary was bought by GM and moved to Lutonfew communications with main department in Koreaenforced office hours which was unempowering and overly rigid,0,,
23/1/2016,New Hire,5,Current Employee - Anonymous Employee,ProsHard to say as I have not started yet| but seems like it will be a great environment for those that love cars. It also seems like a job that will allow for a strong work life balance.,ConsMichigan| or namely Detroit| is not the first place I would choose to live| given the cold and the crime. But I think the Mid western people will make up for it all in all.,0,,
23/1/2016,Good for learning,4,Current Employee - Anonymous Employee,ProsNice location| good salary from beginning,ConsToo much inexperienced people hired,0,,
7/2/2016,Not bad,3,Current Employee - Anonymous Employee,ProsTons of over time. Most of the people are to to work with.,ConsAs a temp| you get strung along for months| even years| before you get hired in.,0,,
18/1/2016,SDE,5,Current Employee - Anonymous Employee,ProsRelaxed ManagementWork at your own paceHave influence over vehicle design,ConsSometimes have to stay late during release daysWork Politics can be frustrating,-1,,
24/2/2016,Funny story how Austin IT works slow locally but fast outside.,1,Former Employee - Big Data & Control Systems Eng,ProsSame| the benefits and the rest that corporate America offers. If you are smart you will gather experience and knowledge so that other doors can open.,ConsHaving worked there a couple of years ago and left due to the bureaucracy and the insecurity of some ex DELL members| I landed a year later at GM again but in a different state: great staff| amazing professionals| excellent work ethics| and with a higher position than what I had in Austin (despite the bullying I received). I went through the background check and my new office new I had worked for IT. Five months later into the new job and with excellent feedback from my superiors| I started to receive phone calls from ex coworkers at IT. That was it. The minute IT Austin management new I had a higher position than themselves| it all went south| even against my current supervisors. Somewhere somehow there is power in Austin which is the reason why they have such negative reviews and GN in other states considers Austin a waste in GM. I have already done my great review to the other department| this being said| please know that not all GM is like 'innovation'Austin. Thanks to GM OUTSIDE of Austin| the great people I met in the automotive industry and their recommendations| I now have a better job geared towards my career and goals.,-1,,
20/1/2016,Good Place to work,4,Current Employee - ETL Developer,ProsGood health insurance| dental and good vacation plans.,ConsThere is no flexible hours.,0,,
3/2/2016,Senior Corporate auditor,2,Current Employee - Analyst,Prosreally cool that you get to take the cars out for a week once a quarter,Constoo much nepotism. It is sickening. So many people worked a previous company together and came to gm. No clearly defined roles or expectations,0,,
23/2/2016,.,1,Former Employee - Anonymous Employee,ProsBenefits | pay is decent,ConsHiring time beyond 90 days| shift preference,0,,
1/2/2016,Electrical Technician,3,Current Employee - Electrical Technician,ProsWork with latest technology. Participate in product improvement. 1st class Safety program. Healthcare| Provides tools| Steady work.,ConsWork force not replaced with qualified technicians. Materials for work not often available. Becoming reactive work instead of preventative. Lacking technical training.,0,,
17/2/2016,CREC - Infotainment,1,Former Employee - Software Engineer - Infotainment,Pros- working on the full Android Open Source Project customized for GM's infotainment- acquire unique experience working on vehicle interfacing software system- participate in the exciting new developments in the automotive industry,Cons- no vision or plan by managers and senior managers- management suffers from poor communication and understanding of the automotive landscape and the advancements in the industry- management has no understand or appreciation for producing quality software- process is very random and is almost nonexistant- any dissent or suggestions with good intentions for the business is frowned upon by management- in general consists of very incompetent folks at management level who have no idea what they are doing,-7,,
13/1/2016,So far so good,5,Current Employee - Recruiter,ProsGreat support managers and good benefits. With hard work and some EQ| it feels like you can move forward anywhere you want to go.The culture is changing| we're moving away from the bureaucratic bs and into a more progressive culture.And Mary Barra. She rocks.,ConsNone so far| sometimes you have reign in hiring managers and sometimes they aren't too happy about it.Few work from home opportunities.,-1,,
28/1/2016,Silos and politics,3,Former Employee - GM Public Relations,ProsGreat products that are easy to represent. Inspire pride.,ConsI know Silos and Politics are nothing unique| but pretty bad at GM.,-1,,
13/1/2016,SAP Security analyst,5,Current Employee - Anonymous Employee,Prosbest comp to work for,Constoo much applicants and hard to apply,0,,
14/1/2016,Typical large cooperation,2,Current Employee - Software Developer,ProsThe people at General Motors are generally great to work with. There's a strong push to hire lots of college graduates| which can make the environment fun and filled with new ideas.The work/life balance is generally OK at General Motors. I don't find myself having to work too excessively most of the time| but it could be better.Some of the compensation are good. Vacation is lengthy even for those fresh out of school| 401k matching is excellent| and healthcare is about on par with other companies. Additionally| GM employees get discounts on new GM products.Great place to work if you are well established or at the end of your career.,"ConsUnfortunately| many of the pro's listed are also cons in their own way.Because the working environment is often very young| you're left with many inexperienced| college level employees| and the rest tend to be older managers far removed from the work they oversee. There seems to be a large gap in the middle| somewhere to turn to for advice or guidance with the everyday work.Recently the work/life balance has started to trend downwards. When I first started the idea was ""Work as much as needed to get your work done."" In IT| this works well. When we were busy| we would work as much as needed to complete the task| and then when things slowed down we might have only had to work 5 or 6 hours a day. Additionally| working from home was accepted. Over the past 6 months or so there has been a very strong push to ensure everyone is in the office 8-9 hours a day| regardless of workload. This can lead to sitting around on your hands or not getting your work done in a timely manner because everyone clocks out at 5 PM.Compensation in some areas is well below par for new hires. The salary for my field is roughly 25% lower than at a less successful company 2 miles down the road. GM tries to push the ""benefits package"" to avert your attention from this in the form of bonuses| but those are entirely company dependent and can easily fail to supplement the lack of a competitive salary. It seems they continue to attempt to lower this bonus each year as well.Credit is generally granted to the manager overseeing the work you did entirely on your own. General Motors is a very old company that tends to treat its executives significantly better than its underlings. Successes on projects and endeavours are usually seen as managerial successes and come with bonuses to the manager rather than rewarding the employee. There are plenty of internal programs set up to remedy this| none of which are utilized.Moving up in the company can take an eternity. When a position you seek opens up on your team| it's advisable to talk to your manager (or whoever is responsible) immediately about this opening you seek| but don't expect any resolution for possible years to come.",-10,,
12/1/2016,MBA Graduate,4,Current Employee - Anonymous Employee,ProsGreat time off for new employees,ConsEasy to fall into the background,0,,
11/1/2016,TRACK Powertrain Engineer,5,Current Employee - Development and Validation Engineer,Prosstrongly driven to provide excellent vehicles to the public| a new company attitude in recent years that gives the motivation to not only improve but to win.,ConsMost of powertrain engineering in being consolidated in the greater Detroit area so you must live in the area if you want to work in powertrain.,0,,
7/1/2016,Director Fleet Operations,5,Current Employee - Anonymous Employee,ProsGreat compensation plan| good retirement if hire before bankrupcy,ConsUber Burocratic| too many people and no team work,-1,,
10/1/2016,Product Engineer,4,Current Employee - Senior Project Engineer,ProsChallenged to be the best| allowed to innovate.,ConsAt large companies| not all employees are engaged to perform.,0,,
16/1/2016,General Motors,3,Current Employee - Applications Engineer,ProsThere are some great people to work with at General Motors. General Motors has a generous vacation and sick time policy.,ConsThe bureaucracy is stifling and makes it next to impossible to get any change complete. It is easy to feel like nothing gets done.,-4,,
21/1/2016,Decent,3,Former Employee - Anonymous Employee,ProsJeans at work| travel and,ConsMicro management| decaying and crappy facilities,-1,,
21/1/2016,Average,3,Current Employee - Anonymous Employee,ProsUnlike my previous jobs which had a pension plus automatic 401k contribution + match| GM just has a 401k. They do offer 15 days vacation which is pretty good for employers in the US.,ConsGM doesn't pay hourly overtime to salaried employees like some other companies do. Also| employees have to pay part of their healthcare costs and more if they insure a family unlike other similarly sized manufacturing companies.,-1,,
6/1/2016,Material Flow Coordinator,4,Current Employee - Material Flow,ProsGood Benefits/Compensation| lots of opportunity for movement,ConsLong Hours| time spent at workplace sometimes valued over actual productivity,-1,,
22/1/2016,Great Job,3,Former Employee - Anonymous Employee,ProsGreat people and managers and the job was always moving. No time to just sit and watch the day go by| always on the go.,Consnone that I can think of.,0,,
7/1/2016,Good Company,5,Former Employee - Anonymous Employee,ProsGreat company to work for,ConsBad work life balanceManagement no very helpfulMore direction needed from managment,0,,
6/1/2016,Great family,4,Former Employee - Plant Manager,ProsLoved my work| would recommend to anyone seeking a career to have a life with. Recomend.,ConsLong hours| stressful at times,0,,
20/1/2016,GM,3,Former Employee - Maint Electrician/Thermographer,Prosgood pay good conditions| over all,"Conssome management ""sucks"" middle mgmt.",0,,
5/1/2016,Digital Sculptor,4,Former Employee - Digital Sculptor,ProsThe digital sculpting team is very professional and detail oriented. Great work life balance| with some flexibility to choose your work hours. Melbourne is a great city to live in with great food.,ConsDue to the size the team| it's very likely you will only work on small parts and the alias sketch modeling is left to a select few.,0,,
3/1/2016,Great place to work,4,Current Employee - Anonymous Employee,Pros- great team environment- great culture,Cons- long hours- mandatory Saturday's (but overtime pay is good),0,,
13/1/2016,It's ok,3,Current Employee - Senior Security Engineer,ProsMove package is generous| big collaborative environment .,ConsNo forward career growth| cannot get an interview due to ratio restrictions.,-2,,
1/1/2016,Manufacturing Engineer,4,Current Employee - Anonymous Employee,ProsFast paced challenging environment with learning opportunities,ConsWorkload can be high most times,-1,,
13/1/2016,GM Review,3,Current Employee - Anonymous Employee,ProsRelaxed environment| you can wear what ever you want,ConsWork life balance isn't all that great,-1,,
12/1/2016,Good Coompany,3,Former Employee - Anonymous Employee,ProsEnjoyed my time working at General Motors. They provided me with good benefits and Salary. Vacation time was in line with my years of service.,ConsThe work environment was outdated compared to like companies. Work spaces not updated since perhaps the 1980's. Too much complacency at the management level.,-1,,
29/12/2015,Mechanical Engineer,5,Former Employee - Senior Engineer,ProsVery good salary and medical coverage. They encourage employee suggestions and they reward good ideas.,ConsNothing negative come to mind.,0,,
28/12/2015,retiree,5,Former Employee - Anonymous Employee,Prosvery good pay and benefits,Conscan be cyclical at times,0,,
11/1/2016,best,3,Current Employee - Anonymous Employee,Prosgood for a new employee,Consbad for hours that are work,0,,
6/1/2016,Decent,3,Current Employee - Anonymous Employee,ProsGood place to start| great benefits| exciting developments| general motors is huge| the home base is a great place to work,Consuppity atmosphere| they only see potential in you if you are pretty and dont make waves. seems stagnent to me| but maybe it wouldnt If I was on the ins,-1,,
7/1/2016,Wages,2,Former Employee - Anonymous Employee,ProsThe pay is great and Benfits good 401 plan and good vacation time they also have sick days,ConsDon't treat workers fair they treat the workers on the line like animals working for them not easy work,-1,,
1/1/2016,Just a job to bring home money,2,Current Employee - Middleware Messaging Specialist,Prosgood benefits and pay better than any company in metro detroit area.,ConsToo much work. no work life balance. Too much politics. Most managers are not competent enough. Do not pay over time | but expect you to work 100 hours a week and pickup the phone even on Sundays and Saturdays.,-5,,
21/12/2015,Great pay/benefits/perks| bad management,4,Current Employee - Senior Designer,ProsThe company has great benefits| pays well| has a ton of vacation| and has good bonuses.,ConsBecause there are so many layers of corporate oversight| and so many people working in so many positions| mid level employees often find themselves confused| at the mercy of middle management who also don't know what's going on.,-1,,
23/12/2015,Senior Engineer,4,Former Employee - Senior Engineer,ProsGood Place to work. New challenging projects in Technical Center. Emphasis on Individual Capability Development. Good benefits in health care and employee discount,ConsLess Travel and staggered organizational structure,0,,
19/12/2015,Great opportunity,5,Current Employee - Missouri,ProsGeneral Motors offers great pay for non degree having employees. If you are willing to work long hours| this company is the place for you.,ConsSome plants have a lot of down time. Also| assembly line work is a dead end and a lot of wear and tear on your body.,0,,
19/12/2015,Group Leader,4,Current Employee - Group Leader,ProsGood monthly salary based on qualifications.,ConsHard to get promoted unless someone likes you.,0,,
14/12/2015,Awesome place to work!,5,Current Employee - Software Test Analyst,Pros- Seems as if there could be great potential for advancement- Professional work environment- Training is available for College new hires (not sure about experienced hires),Cons- Seems as if the company is still trying to figure out how to run things at times- BA's don't give good user stories or requirements| which end up being left to the dev/test team,-1,,
29/12/2015,A Job| But Not A Career,3,Current Employee - Anonymous Employee,ProsGood place to start out at,ConsGood place to get lost in the shuffle| and be treated like a machine.,-1,,
16/12/2015,Powertrain Engineer,4,Current Employee - Powertrain Engineer,ProsIf you want to have a career in engine engineering| this is the place. The organization is very keen on developing engineering capability and broadening experiences. If you choose to diversify your experience in several engineering areas| or simply gaining experience with different components| the organization supports this pursuit. If you desire to experience all aspects of engine engineering| this is a great place to do it. I have worked at a small 6-person design firm| and now one of the largest corporations in the world| the opportunities for learning and growth are immense in this org.,"ConsIn a significant portion of job roles| it is assumed that you are omniscient| and little guidance is needed to ""hit the ground running"". Some see this as a Con| some see this as an opportunity to rise to the occasion. It depends on your personality. Whether you see this is a Pro or Con| this an unnecessary risk to project execution.",0,,
16/12/2015,GSC is great!,4,Current Employee - Anonymous Employee,ProsVery collaborative environment| workplace of choice is number one to management,ConsA lot of old processes| but opportunity to improve!,0,,
20/1/2016,Stay away from Warren Tech Center for GMIT positions for New College Graduates,1,Current Employee - Software Developer,ProsGreat benefits. Generous time off. Great discounts on GM vehicles. Great relocation package.,"ConsThe hiring process was an absolute nightmare. Received a job offer that I had to accept in 14 days. Sent questions to GM. Did not hear from GM until 35 days later. Scheduling my move| getting information about my new position| and any related onboarding information took weeks to acquire. This is not uncommon with GM. GM will hire thousands of New College Graduates (NCG) who will all get automatically funneled to one hiring rep (computer error). This one person is then unable to respond to the needs of the NCG's and the NCG's are left in the dust while they are making an important life decision.Few opportunities to move across organizations (GMIT to GM or vice versa). I have been told several times by GMIT employees that it is easier to quit and reapply to GM than to move across organizations. If you attempt to get another job in the area| better hope they do not have an agreement with GM to not hire former GM employees.Management style in Warren| MI is old and outdated. The staff at the Warren Tech Center are not prepared to work with NCG's and if you are a new college graduate| stay away from Warren. Management does not communicate well with NCG's. Your IT training may be months after employment start date and for months you may have little to no work. Concerns raised to management are dismissed; likely no action will be taken by management. This may then be used against you during your end of year review. Management may brush your concerns aside and basically say ""put a smile on and do your work"".I have a degree in a non-software related field and am trying to move into the vehicle side of GM| but have been met with resistance when discussing this with management. My team is comprised mostly of long time workers who are not trying to develop their careers anymore| so career development is not a focus for the team and therefore is pushed to the wayside when NCG's want to develop their careers.Performance is not determined by the work you produce but how others perceive you.GMIT work is done entirely in front of a computer| but there are almost zero opportunities to work from home. It is highly frowned upon and only done under special circumstances.The great benefits are not worth the struggle you will experience being hired and working for GMIT. Stay away.",0,,
14/12/2015,business process and supplier quality engineer,5,Former Employee - Anonymous Employee,Prosworked in research & development so always interesting projects. Freedom to develop interesting materials and processes. small group approx 125 engineers so knew everyone.,Conswhen they did site closure suspect they lost 65-70pct of the experienced engineers at Torrance| Ca. to competitors. the small group was responsible for about 6-7 pct of general motors patents every year. GM was probably about 300|000-350|000 employees.,0,,
14/12/2015,Summer Intern,4,Former Employee - Anonymous Employee,ProsGreat Pay. If you love cars a great company to work for.,ConsBad location| Manufacturing environment wasn't for me. Not that much work to be done. Your typical intern experience.,0,,
13/12/2015,work at Tri-kelly,5,Former Employee - Maryland,ProsGreat construction projects and customers,Conswork was spread out,0,,
13/12/2015,Great benefits,5,Former Employee - Technician/Fork Truck Driver,ProsYou can have a comfortable living,ConsStarting out at this job can be difficult do to the several lay-offs.,0,,
20/12/2015,Things are changing,2,Current Employee - Software Developer,ProsLocation is great. Austin is known for it's traffic but the office is located away from all of it. If you live nearby you wont have any traffic problems.,ConsThe Austin Innovation Center was never a good place to work but certain things balanced it out like the Ambassador Program or the guaranteed raise every 6 months for new college hires. Not so much anymore. The Ambassador program is cancelled and the raises are no longer guaranteed. Don't know if the changes are a sign of things to come| but probably not a place to recommend at this time.,-6,,
11/12/2015,Great IT Work Environment,5,Current Employee - Anonymous Employee,ProsFlexible hours| work to get you where you want to be,Cons3 year college new hire program|,0,,
18/10/2015,Terrific| progressive company!,5,Current Employee - Instructional Designer,ProsFantastic benefits| high-quality expectations| professional culture| modern work environment| several employee-centered social events| always reaching out to the community through volunteering and fundraising,ConsThere really are no cons that I can think of other than the company intranet is limited to Sharepoint| which is very tedious when trying to create a website,-16,,
10/12/2015,Intern,4,Former Employee - Warehouse Supervisor,ProsNone everything is good and nice work place,ConsNone people are really nice there,0,,
13/1/2016,Don't come in with a career path in mind,1,Former Employee - Anonymous Employee,ProsHires a lot of people,ConsYou will try to join GMIT to work in a certain field. Little do you know that they will put you where ever they want to...this is especially true for recent college grads. If you want to take your career in a certain direction DO NOT go to GMIT (General Motros IT)! Working here took my career and attempted to flush it down the toilet,-2,,
23/12/2015,Great for those that fit in,3,Current Employee - Anonymous Employee,ProsCompetitive Salaries combined with a wide range of career opportunities allow for progression within the safety of a single company.,ConsThe work culture is several decades behind some of the more enlightened industries with an oppressive| number crunching HR approach,0,,
7/12/2015,GM software dev,4,Current Employee - Software Developer,ProsHas above average benefits compared to the area.,ConsThe college hire program doesn't have many options.,0,,
17/12/2015,Legal staff: interesting work; poor work environment,2,Current Employee - Attorney,ProsInteresting work (depending on the legal staff group you're in)| lots of hands-on involvement with business teams.,ConsHigh turnover| low morale| moving back to a 50's era| macho| hierarchical culture. Part-time work is frowned upon. Work-from-home is essentially not allowed. Lots of politics and in-fighting. Groups and people pitted against each other.,-3,,
20/12/2015,Lead Design Responsible Engineer -ICS,3,Former Employee - Anonymous Employee,ProsUtilized my skill set best possible way. Develop the means for subjective evaluation of vehicle systems or components under test. Analyse data to ensure correct conclusion are reached. Develop major hardware/software proposals to carry out test activities.,ConsTime management when dealing with other departments on proposals and cost analysis,0,,
3/12/2015,Decent management,4,Current Employee - Software Developer,ProsThe company has very good benefits with a lot of holidays and vacation as soon as you start.,ConsManagement is okay. It is hard to get mentored for new hires| so expect sit around and do nothing for the first year on board. Things seem to be much better but still need more work.,-1,,
2/12/2015,Senior Manager IT,4,Current Employee - Senior Manager IT,ProsGreat opportunities to impact a great organization. Ability to impact and effect change.,ConsLarge organization with processes that can at times stifle innovation.,0,,
12/12/2015,not what i thought,2,Current Employee - Software Developer,ProsBenefits are good if you can manage to use them to your benefit. Sometimes theres a lot of hoops to jump through but if you can do it| then you get a good deal.,ConsIt's not as laid back| flexible| or fun as I was led to believe. Fees more like a typical grunt type of place really.,-3,,
13/12/2015,Set up Mechanic Journeyman welder,3,Former Employee - Journeyman Maintenance Welder,ProsGood pay| good Benefits| good retirement,ConsPlant closed| Jobs shipped over seas,0,,
19/11/2015,Director,4,Former Employee - Director,ProsReally great people. Fantastic product that is so much better than people think. Good systems and processes. A changed culture where people have become must more transparent when something is not working. Very global and lots of career opportunities.,ConsVery big so you need to know how to network. It gets more political the higher you go but that is like that for a little t of companies.,-3,,
12/12/2015,validation engineer,3,Current Employee - Validation Engineer,Prosgood company to work for| friendly environment,Consnothing bad to say about the company,0,,
31/12/2015,General Motors,1,Current Employee - Maintenance Supervisor,ProsGreat pay and great benifits.,ConsLarge company easy to have contributions get missed.,0,,
9/12/2015,GM review,3,Former Employee - Business Process Support Lead,ProsGreat benefits and vacation days,ConsLack of mentoring from leadership and limited career growth,0,,
9/12/2015,Great CEO| Slow Change,3,Current Employee - IT Buyer,ProsGreat CEO and leadership in place. A lot of opportunity at various levels and beyond great salary.,ConsA tremendous amount of political hoops and slow corporate culture change. Several layers of managers.,0,,
24/11/2015,IT Projects,4,Current Employee - Anonymous Employee,ProsGreat projects to work on. Great pay.,ConsDifficult financial processes to purchase goods and services,0,,
22/11/2015,Network Engineer,4,Former Employee - Anonymous Employee,ProsFlexible working hours with good benefits and complex infrastructure - makes for a challenging place to work and benefits were great compared to others.,ConsIn sourcing HP employees without a proper plan caused various issues throughout the integration process. Too many managers and political issues with the HP in sourcing.,0,,
21/11/2015,Making great american cars,4,Current Employee - Anonymous Employee,ProsExciting technology| competitive total compensation package| challenging day to day work,ConsBureaucratic| process driven| slow to change,0,,
3/12/2015,Out of touch leadership,2,Current Employee - Anonymous Employee,ProsGreat benefits overall for large corporation,ConsTerrible un-experienced automotive mgt in place,-2,,
3/12/2015,Good Times| Bad Times,2,Current Employee - Anonymous Employee,ProsHigh Pay| great benefits and vacation,ConsPoor support for resourcesBlame it one someone else culture,-1,,
25/12/2015,Lack of Fairness,1,Former Employee - Manufacturing Engineer,ProsNone - - GM is a terrible place to work unless you're a female under 40.,"ConsPromotions are based on who you are rather than what you do or actual job performance. Promotions are based on factors like gender| personality and ""contacts"" rather than actual job performance.",0,,
18/11/2015,Business Development Manager,4,Current Employee - Busineess Development Manager - Fleet and Commercial Operations,ProsFlexible Hours| Great Networking| Job Advancement| Great Benefits| Work from Home| Great boss| Unlimited access to dealer networks.,ConsVery corporate feel. It takes a long time for changes to be implemented and different voices to be heard.,0,,
17/11/2015,Businesss Intelligence Developer,5,Current Employee - Business Intelligence Analyst,ProsVery friendly place to work,ConsHard to move up in the career latter,0,,
12/11/2015,crane operator,5,Former Employee - Crane Operator,Prospays very well| you have good benefits| you know what to expect when you go to work| because every day is the same. There are a lot of good people that work at GM. You get a car discount,Consonce you go in the plant you will not see day light till next day,-1,,
30/11/2015,Stuck in the past,3,Former Employee - Team Member/Group Leader,ProsOutstanding pay| given the fact you are supervising Auto Workers who make an above average amount for manufacturing your pay adjusts accordingly.,ConsPlant leadership is often directionless| look to shift the blame on issues rather than resolve and prevent them. Very cut throat among fellow management staff.,0,,
28/10/2015,Senior Project Engineer,5,Current Employee - Engineer,ProsGood SalaryGood Vacation PackageUpdated FacilitiesYoung WorkforceCompetitiveStrong Balance SheetPromotional OpportunitiesTechnological Leader,ConsStressfulWork life balance is tilted MUCH closer to WORKToo Process DrivenShaky Organizational Structure,-5,,
20/11/2015,Marketing,2,Former Employee - Anonymous Employee,ProsExciting to work on cars| most people there are very smart and understand product quality comes first.,ConsNot family friendly in any way...found a job share partner but could not talk management into it following maternity leave. Tried for flextime: denied. Tried for telecommuting: denied. I had stellar annual reviews and was slated for bigger things supposedly. Loads of promises for promotion| waited for YEARS| then when I tried to come back from maternity leave all of those promises evaporated. I suspect it is because I took a full maternity leave. Engineering management seems more work/life balance friendly than marketing departments. Still the Old Boys Network.,-6,,
16/12/2015,Too many problems,1,Current Employee - Software Developer,ProsWe used to take out company cars for a whole week| not anymore so there's really no pros,ConsBad culture| bad management| bad work-life balance| bad hiring practices| bad advancement opportunites. Nothing worth staying.,-4,,
2/11/2015,New College Grad Software Developer,4,Current Employee - Software Developer,ProsIt's easy to move around different projects to find a good fit. Most teams are flexible enough to allow for a comfortable work/life balance. Specifically speaking for the New College Grad program| GM is a company that offers the experience of working with other young hires as well as the mentorship of senior devs.,ConsNew college hires tend to be lumped together. It's hard to hold an underperforming employee accountable| and it's hard to adequately reward an overachieving employee.,-4,,
12/11/2015,.,4,Former Employee - Anonymous Employee,ProsThey have a great benefits package.,ConsYou have to live in Detroit.,0,,
11/11/2015,Nice place to work,4,Current Employee - Software Developer,ProsGreat group of people to work with| excellent management| fun place to work,ConsLegacy technologies| lack of development platform| politics| over dependence on Microsoft excel,0,,
11/11/2015,Great Company,4,Current Employee - Anonymous Employee,ProsTeam work is where is at!,Conswork life balance is there need more time off,0,,
11/11/2015,Tech Support,5,Current Employee - Anonymous Employee,ProsGood place to work| will learn things about the job everyday,ConsBack to back calls each day,0,,
6/11/2015,Impressive Company,5,Current Employee - College Graduate In Training Mechanical Engineer,ProsIncredible benefits. You get to drive the coolest vehicles through the Ambassador Program. Work-life balance. The quality of the people at GM is incredible. Bright future ahead,ConsBig company. There is a lot of bureaucracy to get things done sometimes.,-1,,
9/11/2015,co-op,4,Former Employee - Anonymous Employee,ProsPretty good work environment. Supportive staff. In the short period of time you can get exposure to many things.,ConsWhen I was there seems pretty bleak future. Employee moral was not all that great for the suture. But for students| i guess it doesn't really matter.,0,,
10/11/2015,Good experience,4,Current Employee - Aftersales Technical Support Specialist,ProsGM is very good company| with kind relationship and good conditions for working.,ConsGM leave Russian market due to political reasons.,0,,
29/10/2015,They treat their employees very well,4,Current Employee - Business Analyst,ProsBest benefits in the industry| in my opinion. Pretty flexible for work/life balance. Nice office atmosphere (RenCen).,ConsDifficult to move up to a different salary level. IT teams are spread across different US time zones but yet are expected to collaborate constantly. CIO is not supportive at all of working from home even though there is a big space crunch and we are always on the phone with our various US locations.,-4,,
28/10/2015,BOM Family Owner,5,Current Employee - BOM Family Owner,ProsWhat was once a dull and boring company is now one of the most exciting companies to work for. The electronics industry is looking to pack technology into the automobile. From infotainment to powertrain| every aspect of the automobile is making vast leaps. GM recognizes this trend and is applying the necessary resources to support.I come to work everyday excited for what is ahead. I work with a skilled labor force that is capable to tackle any problem. And my management is happy to support me and enables me to be ambitious and take risks.Everyone in the engineering staff truly feels we can design the best car a customer could ever wish for. The only way GM is going to win customers is by building the best car and making the competition look substandard. Overall| what was once one of the worst companies to work for is now the best.,"ConsGM has over 200|000 employees. You have to be willing to work with people otherwise you will get nothing done. In addition| GM has a huge corporate landscape with dozens of tools and processes that one must conquer. GM has made improvements in its orientation training material but expect no golden handbook on how to do your job. You must be independent| willing to ask questions| and ready to learn.It will take time for GM to completely change its corporate culture. I reference GM's culture as a pro but there is still a large minority that remain as ""old GM."" These are the people who look to do the bare minimum to get by. They take little pride in their work and they are thinking their home improvement job rather than their work. GM set subpar employee standards; therefore| these employees will remain.",-3,,
6/11/2015,General Motors,4,Current Employee - Business Analyst,ProsVer Good Work Life balance,ConsSlow paced environment small team,0,,
31/10/2015,engineering,4,Current Employee - Anonymous Employee,ProsGm has a very generous engineering program. Willing to take a chance for those who prove worthy.,ConsNo cons at this time. I've been there for quite some time and haven't found any.,-2,,
5/11/2015,Working at GM Holden,4,Current Employee - Communications Manager,ProsGM works very hard to develop their high performers. There is opportunity to work cross functionally and to move roles across departments as desired if learning agility is displayed by the individual. Highly collaborative culture.,ConsThe industry in Australia is undergoing a large amount of change which presents challenges and opportunities. For the right individual this is an exciting time to be in the auto industry.,0,,
3/11/2015,General Motors,5,Former Employee - Anonymous Employee,Prosamazing work life balancegreat travelling experience,ConsThere is nothing I can think about at the moment,0,,
15/11/2015,Good place to work,3,Former Employee - Anonymous Employee,ProsLots of flexibility in how you acheive your goals/run your business. Not micromanaged. Fair pay (a little low to start)| salary can be quite competitive if you are good at the job.,ConsHigh turnover of under 2 yr employees. Branches are run at minimum staff which can impact manager stress and vacation time options for all branch employees.,-1,,
2/11/2015,Powertrain Engineering Intern,4,Current Employee - Anonymous Employee,ProsGreat people| great pay| laid back atmosphere,ConsDidn't find the work very stimulating| great for someone who likes cars,0,,
31/10/2015,General Motors,4,Current Employee - Senior Business Systems Analyst,ProsWe have a fair compensation & benefits. The company has been doing real efforts to improve the work / life balance.,ConsThe General Motors culture is not flexible enough to allow flexible work arrangements. The job opportunities in IT department are very limited in Mexico,0,,
30/10/2015,Average| lots of potential,4,Current Employee - IT Software Engineer,ProsPotential to move around roles and try new things. Not too many set-in-stone ways so there is plenty of opportunity to affect process.,ConsAs with most corporations| politics plays a part. Sometimes creating change can be slow and difficult with all of the hurdles to overcome.,0,,
13/11/2015,GM,3,Former Employee - Anonymous Employee,ProsSteady Work| Good Pay| Good Conditions,ConsThe assembly work is Boring,0,,
28/10/2015,nice company,5,Former Employee - Global IT Helpdesk Agent,ProsIf you work hard this is a lot of room for growth. Constantly look on the job board for new positions.,ConsBe aware of the different social groups that keep to themselves. Other than that it's a great company to work for.,0,,
28/10/2015,Manager Maintenance,5,Current Employee - Manager Maintenance,ProsThe best and system oriented company,ConsNew model launches are slow,0,,
28/10/2015,Great Company,4,Current Employee - Senior Release Engineer,ProsThe company is flexible in understanding your work schedule,ConsVery slow to make changes and being dynamic,0,,
27/10/2015,Software in Automotive,5,Former Employee - Anonymous Employee,Pros- Dedicated employees- Lots of opportunities- Great Job Secury,Cons- Long product life-cycles- Primarily Waterfall,0,,
