website_name,company_name,Author_name,Article_Name,date,rating,pros,cons,review_rating,expert_remarks,remarks 
www.autotrader.co.uk,Nissan',Ivan Aistrop,Nissan eNV200 Evalia MPV (2015 - ) review,First published: 15th January 2016,2.8,"Lots of space and up to seven seats,Low running costs,Decent amount of standard kit","Not the best EV on refinement or comfort,Seats lack versatility,Limited range, even for an EV",,"
The Nissan e-NV200 has a very unique appeal, being pretty much the only all-electric seven-seater you can buy. However, it’s neither the best electric car going, nor the best seven-seat MPV. If it’s not essential that you have that particular cocktail of abilities, then we’d look elsewhere.  
","Looking for an all-electric seven-seater MPV? Well, you’d better hope the Nissan e-NV200 is the car for you, because it’s the only one on the market."
www.autotrader.co.uk,Mitsubishi',,Mitsubishi Colt Hatchback (2008 - 2013) review,Last updated: 16th December 2014,3.4,"Unexpected performance,Inexpensive against the competition,Decent standard equipment","Sloppy gearshift,Lots of cheap plastics inside,Small boot hinders usefulness",,"
Mitsubishi's small, powerful hatchback offers grin-inducing performance and reasonable practicality for not too much money.
","Read the Mitsubishi Colt Ralliart hatchback (2008 - 2013) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Mitsubishi',,Mitsubishi ASX Hatchback (2010 - ) review,Last updated: 16th December 2014,3.4,"Economy,Performance,Standard equipment","Lack of refinement,Cheap interior,Small boot",,"
The Mitsubishi ASX is a great-looking model that’s also well-equipped and very efficient. But refinement and interior quality aren’t so great.
","Read the Mitsubishi ASX 4x4 (2010 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Nissan',Rachael Hogg,New 2017 Nissan Micra revealed at Paris Motor Show,First published: 1st October 2016,,,,,,Nissan has taken more than one style cue from the Sway concept for the fifth gen Micra.
www.autotrader.co.uk,Mitsubishi',,Mitsubishi Shogun SUV (2010 - ) review,Last updated: 16th December 2014,3.3,"Very reliable,Spacious and practical,Well equipped","Not very refined,Average performance,Utilitarian interior",,"
The Mitsubishi Shogun is a 4x4 that’s seriously capable off-road and not bad on it. A seven-seater in long-wheelbase form, it’s very practical, but showing its age in places.
","Read the Mitsubishi Shogun 4x4 (2007 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Nissan',Pete Tullin,2017 Nissan GT-R Prestige first drive review,First published: 7th October 2016,,,,,,"The latest version of the Nissan GT-R lists improved refinement, a plusher cabin and greater comfort among its upgrades. Does this mean the original enfant terrible has gone all gushy on us?"
www.autotrader.co.uk,Nissan',Ivan Aistrop,Facelifted Nissan Qashqai unveiled at Geneva Motor Show,First published: 8th March 2017,,,,,,"Even  Europe's best-selling SUV needs a spruce-up occasionally to keep things fresh, and at the Geneva Motor Show, Nissan has unveiled a raft of mid-life changes for the Qashqai"
www.autotrader.co.uk,Nissan',Pete Tullin,Nissan Micra Hatchback (2016 - ) review,Last updated: 31st May 2017,3.8,"Light and easy to drive, Impressive list of standard safety kit,Oodles of customising options ","Three-cylinder petrol engine could be smoother,Styling limits rear head- and leg-room,That same styling impacts on rear visibility",,"
Although Nissan is at pains to point out the latest Micra was designed in-house, you don’t have to look too hard to spot a subtle touch of Gallic flair. As well as sharing stylistic influences, the Micra also uses many of the same mechanical components found in alliance partner Renault’s Clio models. We’re not averse to this spot of plagiarism: the Micra has swish looks, smacks of quality inside and out, is well specified, and is pleasingly light and easy to drive. If you’re in the market for one of the better all-round superminis, and masses of space isn’t a priority, the Micra is certainly worth a look. 
","If you’re in the market for one of the better all-round superminis, and masses of space isn’t a priority, the Micra is certainly worth a look. "
www.autotrader.co.uk,Mitsubishi',Andy Pringle,Top 5 best Hybrids,Last updated: 22nd February 2017,,,,,,"The best hybrids give you the best of both worlds: some zero-emission motoring, as well as greater range for longer journeys"
www.autotrader.co.uk,Mitsubishi',,Mitsubishi i-MiEV hatchback (2010 – ) review,Last updated: 19th November 2014,3.1,"Unbelievably low running costs,Eco-friendly motoring,Space for four adults","Unbelievably high buying price,Range between charges is limited,Feels cheap inside",,"
One of the pioneers that began to make electric cars look viable, the i-MiEV is nonetheless expensive and of limited practicality. The Nissan LEAF is in another league.
","Read the Mitsubishi i-MiEV hatchback (2010 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Mitsubishi',Paul Bond,Mitsubishi showcases facelifted ASX and Mirage at Geneva,First published: 2nd March 2016,,,,,,"Looking to build on the success of its Outlander and L200 models, Mitsubishi unveiled revised versions of two of its slower-selling cars"
www.autotrader.co.uk,Mitsubishi',,Mitsubishi Lancer hatchback (2008 – ) review,Last updated: 24th November 2014,3.2,"Luggage space with seats down,Diesels perform well,Better to drive than saloon","Luggage space with seats up,Unattractive design,A few quality issues",,"
The Mitsubishi Lancer Hatchback offers great looks and decent practicality with reliability and good equipment levels. But it’s up against some very stiff competition.
","Read the Mitsubishi Lancer Hatchback (2008 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Mitsubishi',Andy Pringle,Mitsubishi Outlander SUV (2013 - ) review,Last updated: 26th February 2015,3.7,"Spacious cabin and comfortable ride,Good fuel economy and low CO2 emissions,Seven-seat versatility on most models","Third row of seats only suitable for children,Styling is not very distinctive,Automatic gearbox can be reluctant to kickdown",,"
With decent space and good versatility, as well as seven seats on most versions, the four-wheel drive Outlander makes a good go-anywhere family car
","Read the Mitsubishi Outlander (2013 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Mitsubishi',Andy Pringle,Mitsubishi Mirage (2013 – ) review,Last updated: 4th November 2014,2.2,"Spacious interior, with a good boot,Economical, low-CO2 petrol engines,Excellent standard safety equipment","Top-of-the-range models are too dear,Cabin looks and feels cheap,Not very enjoyable to drive",,"
The Mirage has its merits, but it simply doesn’t have enough all-round ability for us to recommend it
","Read the Mitsubishi Mirage (2013 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Mitsubishi',Andy Pringle,Mitsubishi L200 Barbarian first drive review,First published: 24th July 2015,,,,,,"This is the fifth generation of the L200, but is good enough to follow in the wheeltracks of its predecessor, consistently the top-selling pick-up in the UK since it was launched?"
www.autotrader.co.uk,Mitsubishi',Andy Pringle,Mitsubishi Outlander SUV (2015 - ) review,Last updated: 16th May 2017,3.5,"Very low running costs on hybrid model,Spacious cabin and high-class interior ,Seven-seat versatility on most diesel models","Doesn’t ride particularly smoothly,Automatic gearbox can be reluctant to kickdown,Third row of seats only suitable for children",,"
With decent space and good versatility, as well as seven seats on most versions, the four-wheel drive Outlander makes a good go-anywhere family car. The low running costs of the hybrid version make it particularly attractive for company car users
","The Outlander is a spacious and practical rival for the likes of the Hyundai Santa Fe, but it's the plug-in hybrid version that really sets it apart"
www.autotrader.co.uk,Mazda',,2017 Mazda6 Tourer first drive review,First published: 6th September 2016,,,,,,"It may not have changed much on the outside, but the new technology changes will make a big difference..."
www.autotrader.co.uk,Mitsubishi',Andy Pringle,Mitsubishi unveils new Eclipse Cross ,First published: 28th February 2017,,,,,,"The latest model in the company's range of SUVs, the Eclipse Cross is set to be unveiled at the Geneva Show next week, before going on sale early next year."
www.autotrader.co.uk,Mitsubishi',Paul Bond,Mitsubishi plans five new SUVs by 2021,First published: 14th March 2016,,,,,,"We get the inside story on Mitsubishi's plans for a rapid model expansion over the next five years, with new SUVs, electric vehicles and plug-in hybrids all in the pipeline"
www.autotrader.co.uk,Mitsubishi',Ivan Aistrop,Mitsubishi ASX Hatchback (2016 - ) review,First published: 1st March 2017,2.7,"Good on interior space,Pretty generous boot space,Decent entry-level diesel engine","Shaky interior quality,A few ergonomic issues,Pretty poor on comfort and refinement",,"
The Mitsubishi ASX is decent family transport, but in a class where the rivals offer style, quality, practicality and dynamic excellence in abundance, that’s just not good enough these days. The Mitsubishi isn’t particularly affordable to buy or run, either, which makes it even more difficult to recommend.
","The Mitsubishi ASX is a compact SUV to rival super-popular cars like the Nissan Qashqai and Seat Ateca. Sadly, it doesn’t have the style, the quality or the dynamic polish of its rivals."
www.autotrader.co.uk,Mitsubishi',,How to charge an electric car,First published: 3rd June 2016,,,,,,"Possibly the greatest barrier to someone considering an electric car or plug-in hybrid is charging. How easy is it? Where can you do it? How can you do it? And, how long does it take? These are just the kind of questions we answer in our video."
www.autotrader.co.uk,Mazda',Jon Quirk,New York Auto Show 2016: Top 5 cars,First published: 24th March 2016,,,,,,"The New York Auto Show may not be quite as prestigious as the Detroit or Geneva events, but the Big Apple was still the venue for some important new launches"
www.autotrader.co.uk,Mazda',Paul Bond,2016 Mazda MX-5 Icon Edition first drive review,First published: 23rd September 2016,,,,,,"The Mazda MX-5 has new competition from the Fiat 124 Spider, but this Icon Edition throw its simple, back-to-basics appeal into sharp focus."
www.autotrader.co.uk,Mazda',Pete Tullin,Mazda Mazda6 Saloon (2016 - ) MK3 Facelift review,First published: 25th October 2016,3.7,"Hushed diesel engines,Plenty of standard equipment,Excellent reliability record","Too much road noise,Firm low speed ride,Cleanest version isn’t as clean as taxation focused rivals",,"
The Mazda 6 is a cracking alternative to the usual family car suspects. It’s good to drive and has a character all of its own, thanks to Mazda’s unique take on diesel engine technology. It’s also affordable to buy and run, comes well-equipped and provides more than enough space and practicality for most families. An overly firm low-speed ride and high levels of road-noise at motorway speeds mean it’s not perfect, but for this sort of money, it’s not far off.
","The Mazda 6 Saloon is an affordable and smartly-styled family car that competes with cars like the Ford Mondeo, Vauxhall Insignia and Volkswagen Passat."
www.autotrader.co.uk,Mazda',Paul Bond,Winter is coming: tackling Iceland in an MX-5,First published: 23rd September 2016,,,,,,"With colder weather arriving, most people will be putting their convertibles away to hibernate for winter. We went to Iceland in a Mazda MX-5 to find out why they shouldn’t."
www.autotrader.co.uk,Mazda',Andy Pringle,New Mazda CX-5 SUV unveiled at Los Angeles Show,First published: 16th November 2016,,,,,,"After its launch in America, we'll see the latest version of Mazda's family SUV next year"
www.autotrader.co.uk,Mazda',Paul Bond,2017 Mazda 3 first drive review,First published: 6th October 2016,,,,,,"Mazda punches above its weight when it comes to family hatches, and has given the Mazda 3 key updates to continue its success."
www.autotrader.co.uk,Mazda',Ivan Aistrop,Mazda MX-5 RF convertible (2017 - ) review,First published: 13th February 2017,3.8,"Sportscar looks and genuine open-air thrills,Fabulous to drive,Strong on quality and kit","Wind-noise ruins refinement, which is kind of the point of the RF,Smaller engine struggles with the RF’s extra weight,More basic versions aren’t as sharp to drive as pricier ones",,"
The Mazda MX-5 RF delivers all the thrills of the regular MX-5, but with a bit more style. What’s more, the Targa-like roof arrangement doesn’t mean you lose a lot in the way of open-air thrills. It doesn’t really deliver on the promise of greater high-speed refinement, due to an irritating amount of wind-noise, even at moderate speeds, but it’s still a very appealing car in a number of other areas.
","The Mazda MX-5 RF is just like any other MX-5, only completely different. Instead of a foldaway fabric roof, it has a solid Targa-style one, and looks all the better for it."
www.autotrader.co.uk,Mazda',Andy Pringle,"All-new Mazda CX-5 SUV to cost from £23,695",First published: 31st March 2017,,,,,,"First seen at the Los Angeles Motor Show last year, the new CX-5 will go on sale in the UK later this year, with a new look inside and out, as well as some extra equipment over the outgoing model."
www.autotrader.co.uk,Mazda',Rachael Hogg,Mazda 3 long-term test review – first report,First published: 5th December 2016,,,,,,Web producer Rachael Hogg is spending six months living with the sporty hatchback to see how well it can cope with the challenges of everyday life.
www.autotrader.co.uk,Mazda',Rachael Hogg,Mazda 3 2.2d Sport Nav long-term test review – second report,First published: 6th January 2017,,,,,,"This month, web producer Rachael Hogg discusses how the Mazda 3 drives, and a few niggles she's found..."
www.autotrader.co.uk,Mazda',Paul Bond,Mazda 3 hatchback (2016 - ) review,First published: 27th January 2017,3.9,"Great fun to drive,Affordable to run,Striking design inside and out","1.5-litre diesel is sluggish,Smaller boot than rivals,Firm low speed ride",,"
If your head says you need a sensible, efficient and refined family car, but your heart wants something fun to drive that’ll turn a few heads, the Mazda 3 is an excellent choice. Most of the niggles we had with the old car have been put right, and only its slightly high list prices, and relatively small boot count against it. The 2.2-litre engine is a great performer, too. Well worth a look.
","The Mazda 3 is a light, nimble and fun-to-drive family hatch that takes on the Ford Focus, Vauxhall Astra and Renault Megane. It looks fantastic, and is very economical, too, but not the most practical or refined car of its type."
www.autotrader.co.uk,Mazda',Rachael Hogg,Mazda 3 2.2d Sport Nav long-term test review – third report,First published: 14th February 2017,,,,,,"This month, web producer Rachael Hogg compares her car to one of the Mazda 3’s biggest rivals, the Ford Focus."
www.autotrader.co.uk,Mazda',Rachael Hogg,Mazda 3 2.2d Sport Nav long-term test review – fourth report,First published: 15th March 2017,,,,,,"This month, web producer Rachael Hogg defends the Mazda from critics of its appearance, and may have unexpectedly hit upon 2017's summer anthem..."
www.autotrader.co.uk,MINI',Andy Pringle,Mini Paceman hatchback (2013 - ) review,Last updated: 4th November 2014,3.4,"Eye-catching design,Tremendous opportunity for personalisation,High driving position gives good view","More expensive than the Countryman,Firm, uncomfortable ride,Not as exciting to drive as regular Mini hatchback",,"
The Paceman is one of the harder Minis to argue a case for, but it all boils down to style. If you like the way the Paceman looks, you’ll like the car
","Read the Mini Paceman (2013 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Mazda',Rachael Hogg,Mazda 3 2.2d Sport Nav long-term test review – fifth report,First published: 20th April 2017,,,,,,Web producer Rachael Hogg has been finding out what typical buyers of the Mazda 3 would usually go for.
www.autotrader.co.uk,Mazda',Andy Pringle,Updated Mazda 2 range on sale in June,First published: 21st April 2017,,,,,,"With more standard equipment on most trim levels, the introduction of new range-topping models and tweaks to the suspension, the revised Mazda2 should be an even more capable rival for the likes of the Ford Fiesta and Vauxhall Corsa"
www.autotrader.co.uk,MINI',Jon Quirk,Mini Hatch (2014 - ) review,Last updated: 26th May 2017,3.7,"Iconic image,Class-leading interior,Big-car technology","Limited bootspace,Tight rear legroom,Reliability question marks",,"
Small cars should be about style, fun, quality and practicality. The Mini hatch offers the first three traits in spades and is bursting with character but it can't match some rivals for the latter
","Mini's funky little hatchback comes in a variety of styles, colours and trim levels. Does it live up to its iconic image?"
www.autotrader.co.uk,MINI',Ivan Aistrop,2015 Mini Clubman Cooper S first drive review,First published: 25th September 2015,,,,,,"The Mini Clubman has been completely reimagined. But, is it any good?"
www.autotrader.co.uk,Mazda',Ivan Aistrop,Mazda 3 Fastback saloon (2016 - ) review,First published: 15th May 2017,3.9,"Good fun to drive,Affordable to run,Striking design inside and out","The 1.5-litre diesel is sluggish,Not as versatile as hatchback rivals,Firm low speed ride",,"
Small saloon cars are a bit of a rarity these days because buyers have always favoured the humble hatchback. However, if you’re swayable, the Mazda 3 Fastback is a very appealing little car. It looks great – maybe even better than the 3 Hatchback – and it’s fun to drive, high in quality, well equipped and affordable to run. 
","The Mazda 3 Fastback is a light, nimble and fun-to-drive small saloon car that’s based on Mazda’s impressive family hatchback. It looks fantastic, and is economical, too, but not the most practical or refined small car."
www.autotrader.co.uk,MINI',Ivan Aistrop,Mini Clubman estate (2015 - ) review,Last updated: 25th August 2016,3.5,"Stylish, high-quality interior,Individual looks typical of Mini brand,Superb diesel engine","Overly intrusive road noise,Awful rear visibility,Not cheap to buy",,"
The Clubman is a Mini that’s grown up, both in size and in ethos. This is the biggest, most family-friendly car in the firm’s line-up, but it still preserves some of that essential Mini character. That makes it very appealing indeed.
","The Clubman is the biggest, most family-focused Mini yet. It competes with premium hatchback rivals like the Audi A3 Sportback and Mercedes A-Class."
www.autotrader.co.uk,Mazda',Pete Tullin,Mazda CX-5 SUV (2017 - ) review,First published: 12th June 2017,3.9,"Refined diesel engine,One of the better SUVs to drive,Spacious, comfortable interior","The range can quickly turn from affordable to very expensive,The petrol engine needs to be thrashed,Despite Mazda's efforts, this is still not the quietest car",,"
There’s an awful lot to like about the CX-5. Its fresh, modern styling, spacious, versatile interior, slick driving manners and excellent build quality combine to make it feel and drive like a solid, dependable family-friendly SUV. We’d strongly advise against the weedy petrol engine, and think it’s worth finding the significant chunk of extra cash to buy the most powerful diesel-engined version. As well as giving the CX-5 the performance it deserves, this engine makes for a more relaxing drive in everyday circumstances and is infinitely more refined than the other engines. ,
","The CX-5 is a funky-looking, mid-sized SUV that’s priced and specified to rival the Volkswagen Tiguan. Trouble is, so are countless other alternatives; so, does the Mazda have the wherewithal to set it apart from the madding crowd?"
www.autotrader.co.uk,MINI',Jon Quirk,Prices announced for 2016 Mini Convertible,First published: 28th October 2015,,,,,,"Mini has released pictures and prices of the latest version of its popular Convertible, but expect hotter JCW version to follow"
www.autotrader.co.uk,MINI',Ivan Aistrop,Mini Hatch John Cooper Works hatchback (2010 - ) review,First published: 8th May 2015,3.9,"Scintillating pace,Laugh-a-minute handling,Stylish, high-quality interior","Not cheap to buy,Tiny boot,Standard equipment is only so-so",,"
The Mini John Cooper Works is a hot hatch that can thrill with its raw pace and its barnstorming handling in equal measure. It’s expensive to buy, especially if you’re not careful with the options list, and there are lots of other hot hatches available that are cheaper, more practical and better equipped. However, few have the JCW’s image, character or downright cheekiness, and for many buyers, that’ll be the deal-sealer. If you can afford it, you’ll absolutely love it.
","The John Cooper Works version of the Mini Hatch is the fastest, sportiest example of an already fast and sporty car. It competes with small, high-end hot hatches like the Audi S1"
www.autotrader.co.uk,MINI',,Frankfurt Motor Show 2015: Mini Clubman,First published: 11th September 2015,,,,,,Mini reveals its largest car yet - the new Clubman - at the Frankfurt Motor Show
www.autotrader.co.uk,MINI',Paul Bond,2016 Mini Convertible Cooper S first drive review,First published: 29th February 2016,,,,,,"The latest Mini is one of the best small cars money can buy, yet the Convertible has always been more about glamour than driving fun. Can the new Cooper S change that?"
www.autotrader.co.uk,MINI',Pete Tullin,2015 Mini Clubman Cooper D first drive review,First published: 11th November 2015,,,,,,"The Clubman is a grown up Mini for Grown ups. Now sized and priced to to attract drivers of premium hatchbacks, has the Clubman got the wherewithal to upset the establishment?  "
www.autotrader.co.uk,MINI',Andy Pringle,Mini adds Seven 'design' model to hatchback range,First published: 11th May 2016,,,,,,"With a name inspired by the original Mini, the Seven is said to combine unique looks inspired by that car with the very latest equipment available in today's range"
www.autotrader.co.uk,MINI',Pete Tullin,Mini John Cooper Works Convertible first drive,First published: 3rd May 2016,,,,,,The Mini Convertible has always been more about glamour than driving fun. Can the ultimate JCW version shift that stigma? 
www.autotrader.co.uk,MINI',Pete Tullin,New Mini Clubman ALL4 first drive review,First published: 16th May 2016,,,,,,"The ALL4 Clubman offers the reassurance of four-wheel-drive, a punchy diesel engine and the convenience of an eight-speed automatic gearbox. Question is; do the added ingredients make it better than humbler Clubmans; or is it a case of less is more?"
www.autotrader.co.uk,MINI',Paul Bond,Mini Convertible (2016 - ) review,First published: 24th March 2016,3.7,"Fun handling,Clever roof design,Upmarket interior","Expensive options,Limited practicality,Poor rear visibility",,"
The Mini Convertible is a fine addition to the range. It drives better than previous versions, looks good on the outside and feels premium on the inside. The Cooper S is a hoot to drive, too, but all the engines feel gutsy, while bringing pleasingly low running costs. It is even a bit more practical than before, so you can now fit three friends in for a ride, too.
","The Mini Convertible is the UK’s most popular soft-top, and this latest version brings some much-needed improvements in quality and practicality"
www.autotrader.co.uk,MINI',Jon Quirk,Top 5 best Convertibles,First published: 1st September 2016,,,,,,"Despite the weather, Britain loves a convertible. Here are our top picks..."
www.autotrader.co.uk,MINI',Ivan Aistrop,2017 Mini Countryman Cooper S first drive review,First published: 19th January 2017,,,,,,"The compact SUV class has more contenders than ever before, and the standard of those contenders has never been higher. That means the Countryman’s job has never been tougher, so does it have both the style and substance to compete?"
www.autotrader.co.uk,Peugeot',James Richardson,Peugeot 2008 (2013 – ) review,Last updated: 4th November 2014,3.2,"Stylish and classy interior,Relatively practical cabin,Good on emissions and fuel consumption","Oddball looks,Poor to drive,Weedy petrol engines",,"
The Peugeot 2008 isn’t a great car, but then again, neither are the cars it competes with. If you value practicality over style from your mini SUV, it might be worth a look.
","Read the Peugeot 2008 (2013 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Peugeot',Ivan Aistrop,Peugeot 308 Hatchback (2013 - ) review,Last updated: 13th February 2015,3.7,"Smart, sophisticated styling,Economical engines bring low running costs,Impressive cabin quality","Takes a while to get comfy behind the wheel,Unintuitive touch-screen system,Not as good to drive as rivals",,"
The Peugeot 308 isn’t the best car in the family hatchback class to drive, but it’s not that far off, and it has plenty to offer besides. It looks good, has an interior that’s as plush as it is stylish, and there are some real gems to be found among the engine range that impress for power, refinement and economy. Sure, the driving position isn’t ideal and there are some ergonomic issues, but otherwise, the 308 is a good all-rounder.
","Read the Peugeot 308 (2013 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Peugeot',Andy Pringle,Peugeot 308 Estate (2014 - ) review,Last updated: 6th February 2015,3.8,"Good boot space that’s easy to load and unload,Excellent three-cylinder petrol engine,Impressive blend of ride and handling","Slightly restricted rear legroom,Wind noise at motorway speeds,Not the most striking car visually",,"
There are plenty of good choices in this class, but the spacious and well equipped 308 SW is one of the best small estate cars you can buy.
","Read the Peugeot 308 SW (2014 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,MINI',Rachael Hogg,All-new Mini Countryman revealed ahead of LA Motor Show,First published: 26th October 2016,,,,,,"Mini has announced that its all-new Countryman crossover will go on sale in February next year, priced from £22,465."
www.autotrader.co.uk,Peugeot',Andy Pringle,Peugeot 208 Hatchback (2015 - ) review,First published: 31st July 2015,2.8,"Looks good inside and out,Wide choice of engines,Good safety kit","Touch-screen system is too complex,Driving position is woeful,Disappointing to drive",,"
The 208 has its plus points, especially the way it looks and the quality feel of the interior. However, it's way too compromised in too many other areas to trouble the class-leaders. If you're not totally sold on the 208's styling, we'd advise you to look elsewhere.,
","Peugeot's 208 is a supermini with the accent on style that sets out to attract buyers away from the biggest-selling cars in the class, the Ford Fiesta and Vauxhall Corsa"
www.autotrader.co.uk,MINI',Ivan Aistrop,Mini Countryman hatchback (2016 - ) review,Last updated: 31st May 2017,3.0,"Really strong image,Cabin quality looks terrific,The various gizmos are easy to use","Practicality should be better,Really lumpy ride (on Cooper S versions at least),Not an affordable option",,"
The latest Countryman provides all the style and image that fans of the Mini brand could want, and that alone will make it appeal to many buyers looking for a fashion-conscious family car. The interior quality on show is also seriously impressive. However, the harsh ride isn’t ideal in a car designed to ferry families, and neither is the limited practicality.
","The Mini Countryman is a midsize SUV that competes with super-popular cars like the Nissan Qashqai. It has a strong image that’s the envy of the class, but with a patchy ride and limited practicality, it’s far from perfect."
www.autotrader.co.uk,Peugeot',Ivan Aistrop,Peugeot 108 Hatchback (2014 - ) review,Last updated: 2nd March 2015,3.3,"Smart looks and lots of scope for customisation,Competitive pricing and equipment,Should be very reliable","Off the pace for ride, handling and refinement,Cabin feels cheap in some places,Some ergonomic issues",,"
The Peugeot 108 is a likeable car thanks to its chic styling and plentiful customisation options. However, it can’t match rivals such as the Volkswagen Up and Hyundai i10 in a number of key areas, most notably ride comfort, refinement and cabin quality.
","Read the Peugeot 108 (2014 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Maserati',,Maserati Quattroporte S saloon (2009 – ) review,Last updated: 21st November 2014,4.2,"Elegant but sporty looks,Wonderful V8 engine,Plenty of cabin space","Thirst for fuel,Expensive options,Doesn’t hold its value as well as some rivals",,"
The Maserati Quattroporte S may not be as accomplished as other luxury saloons but it offers an elegant and statesmanlike air that few others can approach.
","Read the Maserati Quattroporte S saloon (2009 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,MINI',Jon Quirk,First look at the Mini Countryman Plug-In Hybrid ,First published: 18th November 2016,,,,,,"The so-called premium compact SUV segment is booming, and Mini is keen to capitalise with the new for 2017 Countryman. "
www.autotrader.co.uk,Maserati',,Maserati GranTurismo S coupe (2009 – ) review,Last updated: 21st November 2014,3.9,"One of the best-looking cars on sale,Fantastic V8 soundtrack,Balanced handling","Small boot,High running costs,Expensive to buy",,"
The Maserati GranTurismo S coupe looks great and sounds even better. It’s super-fast and has space for four.
","Read the Maserati GranTurismo S coupe (2009 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Peugeot',Ivan Aistrop,Peugeot RCZ Coupe (2012 - ) review,Last updated: 25th February 2015,2.9,"Looks great,Some cracking turbocharged engines,Generous standard equipment","Rock-hard ride,Not as fun as rival coupes,Cluttered dashboard",,"
The Peugeot RCZ isn’t as good to drive or as posh inside as coupe rivals like the Audi TT, but it’s a match for anything on style and, if you choose the right model, it makes a decent budget alternative. Just make sure you can live with the hard ride before you buy.
","Read the Peugeot RCZ coupe (2012 - ) car review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives"
www.autotrader.co.uk,Peugeot',Paul Bond,Peugeot 508 Estate (2014 - ) review,First published: 1st April 2015,3.1,"Spacious interior and boot,Generous equipment levels,Some efficient engines","Poor driving position,Firm ride,dim-witted infotainment system",,"
The Peugeot 508 SW has a lot going for it, with a striking exterior, shed loads of equipment thrown in as standard, and some very efficient diesel engines, which should attract plenty of fleet buyers. It struggles with refinement though, ride quality on big-wheeled Allure versions is poor, and while the boot is a decent size, many of its newer rivals offer more space, or more flexibility in the back.
","The Peugeot 508 SW has been given a facelift for 2014 - it's economical and loaded with standard kit, but can this spacious French model see off the best estates on the market? We test it here in the UK."
www.autotrader.co.uk,Peugeot',Ivan Aistrop,Peugeot 308 GTI 270 first drive review,First published: 1st October 2015,,,,,,"Any new hot hatch from Peugeot is inevitably compared to greats from the company's past, but what really matters is how this new flagship 308 compares to its current rivals"
www.autotrader.co.uk,Peugeot',Paul Bond,Peugeot 308 GTi 270 first UK review,First published: 16th February 2016,,,,,,"Fast hatches have gone from sizzling to downright scorching recently, but where does the latest 308 GTi from past masters Peugeot sit in overall hot hatch hierarchy?"
www.autotrader.co.uk,Peugeot',Andy Pringle,Peugeot 2008 1.6 Blue HDi 100 Allure First drive review,First published: 5th May 2016,,,,,,"Sales of small SUVs have rocketed in the last few years, so it's little wonder that, when Peugeot came to facelift its 2008, its designers gave it a more rugged appearance"
www.autotrader.co.uk,Maserati',Andy Pringle,Maserati Levante Hatchback (2016 - ) review,First published: 7th December 2016,3.4,"Guarantee of exclusivity,Not as expensive as you might expect,A good Grand Tourer","Some rivals are more engaging to drive,Engine and gearbox can be slow to respond,Several desirable safety features are only options",,"
Given that this is the company’s first bash at building an SUV, the Levante is a very decent effort. There’s lots to like about it; and, even if it’s not the very best car in its class, it’s good enough that the air of exclusivity around it may well be enough to tempt buyers to sign up.
","The Levante is Maserati’s first SUV, and its Italian charms are trying to attract the kind of buyers who are tempted by the Porsche Cayenne, BMW X6 or Jaguar F-Pace."
www.autotrader.co.uk,Maserati',,Maserati GranCabrio Convertible (2010 - ) review,Last updated: 7th November 2014,3.5,"One of the best looking cars on the road,Glorious engine,Seating for four","The boot is tiny,Not as good to drive as the Coupe,Expensive to run",,"
The Maserati GranCabrio is one of the most stunning cars on sale. It’s not perfect, with a tiny boot and thirsty engine, but this is still a hugely desirable four-seat convertible which turns as many heads as a Ferrari.
","Read the Maserati GranCabrio convertible (2010 - ) expert review by Auto Trader's motoring experts, covering price, specification, running costs, practicality, safety and how it drives."
www.autotrader.co.uk,Maserati',Andy Pringle,New Maserati Levante SUV revealed ,First published: 22nd February 2016,,,,,,"For the first time, Maserati has developed an SUV, and after its official unveiling at the Geneva Show next week, it will compete with the likes of the Porsche Cayenne"
