year,date,qtr,Vader Sentiment,Normal rating,Normal rating,review,,,
2017,23-01-2017,1,0.9943,5," I bought this car in December of '16 after a wait of over 2 years. This is my third Mustang i have owned in the last 35 years. This car has really matured since my old '86 gt I had years ago. The car is larger and drives larger than both my '86 and my '02 GT I had to sell before buying this Mustang yet it far out handles both of them (my 02 GT had about 4k in aftermarket upgrades in both engine mods and suspension).  The only real complaint about the car is the ingress and egress for me. I am 6'4"" and you have to be fairly flexible to get in and out. Once you are in though the car fits like a glove the shifter falling right into place the steering wheel can be adjusted to taste and everything is very simple to use. The standard leather seats are outstanding and after taking a 6-1/2 hour trip up to Napa from So. Cal the seats gave my wife and I plenty of support and the heating and cooling feature is great! As for the performance...my mustang is plenty quick but I don't drive it to be a drag racer. I wanted a true GT. The handling is more than adequate with the performance package and the six piston Brembos are superlative. There is a reason why Mustangs have been around for over 50 years. Ford has obviously found a formula of performance comfort and style and blend it together in a fashion that other American car manufacturers try to emulate but always come up short in one or more of these categories missing the mark on Ford's pony car and what it represents.",,,,
2017,13-03-2017,1,0.9336,5, Handles and drives like a much lighter and smaller car.  Is the first car I have owned where the factory left me nothing to do aftermarket.  As pleased as I have ever been with a car purchase.  Dispite the highish price it is great value for what you get.  It would cost more to mod a mustang GT (also a very good platform) to get it to the level of ths car as a stock package.,,,,
2017,22-03-2017,1,0.9511,2,Original review starts here:  I loved my 2014 Mustang convertible (read the review) so I got a new 2017 to have all of the active safety features and other convenience tech. What I got was something that is a huge step up in quality.  In fact a different machine with the feel of the BMWs (Mustang handles better in my opinion - test them) I tested and a huge leap above a Camaro.  It accelerates smoothly up to 121 mph (where it is electronically limited) gets up to 32 mpg on highway (with super unleaded about 29-30 with regular).  Handles much better than the GT (again try them out side by side - I did several times - GT feels front heavy and bulky). Drives like a sports car. Has plenty of storage something lacking in the old Mustang and non-existent in Camaros.  The only things lacking is automatic braking (something I will demand in 3 years or I will switch models) and lane warning/assist.  The forward collision warning is great but it just pre-loads brakes probably a nod to the general macho among Mustang owners but auto braking should be an option for those of us more concerned with being alive (and the safety of others) than imagined macho.  Another after market add on is a windscreen which really makes a difference.  It makes your car a two seater when in place but I never have more than one lady friend at a time riding! :)  Easy to remove but don't get this car for a backseat anyway.  One small feature I love is the center console which locks when you hit the door lock fob.  I leave the top down a lot when I go into a store. This combined with alarms keeps stray hands out that stuff.  All in all a wonderful car.  If they add automatic braking I will be getting another in about 3 years.,,,,
2017,29-03-2017,1,0.9934,5, Love the style comfort & smooth power & performance.,,,,
2017,02-04-2017,2,0.7717,5, My wife and I got this car as a loaner for our regular car's recall replacement. I've never owned a performance auto but have been a long time motorcyclist and have owned several high performance 2-wheelers. This Mustang blows me away. The acceleration is awesome. I drove across a mountain range on a very twisty section of interstate and have to say that was the most fun I have ever had on 4 wheels. It was solidly planted the steering was very precise; I could easily change lines mid-curve; acceleration out of the curves was very controlled. With the top up it feels like an upscale touring car. With the top down it is simply sexy as h***. We're now planning to sell our SUV and buy a new Mustang. Life is short.,,,,
2017,27-04-2017,2,0.9804,4, Check out your car very well before purchasing. It is obvious that Ford still does not care about quality after all of these years & why I avoided them for most of my life. The car I have is twisted. The driver's side door is warped. The hood is extremely hard to open because it barely opens far enough to get small fingers underneath to get to the release. The body lines do not line up. The dealership could do nothing about this and the repairs will require a body shop. I know this is a bad car that I bought but these things should have been caught by Ford before being released from the factory! It wasn't noticed by me until I got the car home & really went over it that evening. The dealer is doing it's best to get it fixed by getting it to the right people but it really should go back to Ford & I should get a replacement car. Other than the body/frame issues the car drives great handles great looks great and the front seats are comfortable. Can't say much for the back seat. The rear seats look great but are useless. A child couldn't even sit back there. St least the trunk is very roomy. I like the car but it will definitely be my last Ford.,,,,
2017,01-05-2017,2,0.99,5, Had a Vette C-7 which was a great car until I drove this beast! Slightly less money for more options I am very impressed so far.,,,,
2017,01-05-2017,2,0.831,5, I have not really enjoyed driving for years but now me and the wife race to see you GETS to drive ya its that much fun!,,,,
2017,06-05-2017,2,0.5835,5, Wanted to own Mustang forever practicality and utility always won and I ended up with either a 4 door sedan or an SUV.  Life's too short to live with regrets so I made a decision and found my 2015 50th Anniversary Mustang in Wimbeldon white. The sound of that V8 is music to my ears and never fails to put a smile on my face. She gets washed 3-4 times a week and ois always lookng her best. Best decision I ever made!  Now only if the gas mileage could improve I wouldn't find myself at the gas station so often.,,,,
2017,08-05-2017,2,0.956,5, Second C max love the savings!,,,,
2017,09-05-2017,2,0.6696,5," Since letting my 69 GTO go way back in 1983 I've missed having a little muscle under the hood. I've driven many cars since then mostly ""responsible"" types until my wife picked up a Porshe Boxter S a few years ago. The thrill of fast acceleration and road hugging turns on the local road track got me thinking about speed again but driving this car every day is a no way!  While fun it's just not a daily driver. I started considering trading in my latest Acura a few months ago or maybe just selling it outright and picking up an old late 60's or early 70's muscle car. After looking for a while I kept remembering that while my GTO was fun I worked on it as much as I drove it. Started looking at late model muscle cars Lexus Camero Corvette and then the Shelby GT350.  Everything about this car spoke quality and performance and driving it is just a true pleasure. I like it's interior far more than the other American competition and once you hear that Vodoo engine rev there's just nothing else like it! I do a lot of highway and while I miss my modern car lane assist this thing is so steady that you can take your hands off the wheel for at least as long as a car with lane assist in the straight sections of highway. Unlike what I'd of gained in an old muscle car lots of straight line power this thing also hugs the road like any European sports car. I had read about a few miner quality issues other buyers had experiences and I had the same lose pop in plastic rivets on some ground effects and a pin hole in on rear CV boot but the dealer made it all right in no time. I've never made an automobile purchase without some level of buyer's remorse until this one. I look forward to driving it every day and cannot wait to get her on both the drag strip and road course. I think it's only short coming might be off the line in the quarter mile where the relatively low torque of this engine and 3.73 gearing causes it to lug just a bit but it appears to makes up for it as soon as the R's get up past the 4000 mark and makes an impressive quarter mile in the 12 second range. Heck my GTO only did low 13's but it's low end torque would lift the front wheels off the ground and snap things left and right. I don't miss that! Of course she was slightly modified. Am I happy? Darn right I am. Thank you Ford and American ingenuity and thanks to the foreign competition that drove you to reinvent the muscle car!",,,,
2017,17-05-2017,2,0.9899,5, Just purchased the Mustang V6 auto last week.  Impressive car.  I have owned 11 mustangs in the past and this is by far the most capable mustang yet.  The V6 has plenty of power and the transmission shifts at just the right times.  The independent rear suspension is great and provides an aggressive yet comfortable ride.  Although I haven't put too many miles on the car yet averaging 24.5 mpg with a 60/40 mix of in-town and freeway driving.  This is great.   The interior is very good with soft materials where you want them and the seats are very supportive and comfortable.  Impressive implementation of the instrumentation.  I am sad that this is the last year for the V6 as it is a great engine and is a fantastic performer.  I found the 4cyl loud under load and at times clumsy on the test drive and I feel Ford is making a big mistake removing the V6 from the engine lineup.   Overall I have a big smile on my face and am enjoying the ride.  I am looking forward to putting the mustang through its paces on a trip this summer on route 66.,,,,
2017,20-05-2017,2,0.9899,5," My last 4 cars were Priuses my wife also drives a Prius.  her forst response when she drove my C-Max was ""WOW!""  I wanted a plug in but the Prius plug in wasn't available yet in my state so I took a look at the C-Max Energi.  SO GLAD I DID!  I LOVE THIS CAR!  It is better than the Prius in every possible way except possibly reliability which in the Prius is legendary the C-Max could be too just haven't had it long enough to know.  It is faster more quiet much more comfortable and the deal I got was unbelievable (especially when you include the $4500 refundable federal tax credit!).  I'm also getting more miles per charge than advertised as much as 28 miles.  You can charge it at home fully charges overnight with a regular outlet as best we can tell it cost about $20 per month in electricity and lucky for me I have fast chargers available to me for free at my work (fully charges in less than 3 hours).  I have a 54 mile round trip commute and only have to fill the tank about once every 3 to 4 weeks and am averaging 74 mpg so far.  i cannot recommend this car more highly!  Crazy thing is I never see any on the road?  Ford clearly isn't doing a good enough job marketing this car it blows the Prius away and I know what I'm talking about between my wife and me we've had seven never thought I'd by any other car.",,,,
2017,12-06-2017,2,0.9875,3," The steering wheel needs a major overhaul. It has n't changed in years with that big ugly middle. The tiny display screen needs to be upgraded so you can see it. 7"" minimum. too many buttons makes you drive off the road.",,,,
2017,21-06-2017,2,-0.5106,5, In energi model battery takes up about half of the small hatchback area but a cover over the battery gives a decent sized flat area for groceries so can still fit a full cart load. Larger items not so much. Rear seats fold down but battery makes hump in what would be a large flat space. This cargo arrangement works for me but really wouldn't work if I had full sized stroller or lots of gear.,,,,
2017,26-08-2016,3,0.564,5, ,,,,
2017,28-08-2016,3,0,5, Great car and great value.,,,,
2017,31-08-2016,3,0.891,5, I used the Edmunds.com price to buy the car through the ford dealership fleet sales manager. It could not have been easier. The car is one month old now and it's a fun car to drive... Just put the top down and go!   I got the new platinum white color which I love because it has a nice pearl finish.,,,,
2017,14-09-2016,3,0.8767,4," Yes They do! finally a mustang for modern America.  With the new suspension in the rear this car drives! Instead of the old mustangs where going into a corner meant ending up at the coroner's this mustang lets you power through in control. Fun to drive with a stiff but yet forgiving ride.  Can't wait to take this to the track both the drag and the road track. This does not however mean it's all roses for the new mustang.  The interior leaves you wanting and thinking why? For example there are very few fake aluminum-plastic lookalike pieces 5 switches 2 accents and the cowling around each primary air vents. With so few of these items why not use real aluminum? It would have increased the cost by 60 bucks so it leaves me saying why? Secondly the GT coyote engine suffers from a lack of tech. Ford makes the all amazing ford GT which has an engine that has the capability to turn off cylinders and has the red light ""stop start"" function these or at the very lest the ""stop start"" should be a must for this engine and would help massively with fuel eco.  That being said the noise the cayote engine makes and the power it produces is something that must be experienced to believe!",,,,
2017,16-09-2016,3,0.9343,5, I just received my 2017 Mustang GT Premium that was ordered back in March.  I ordered it with the performance package premium leather and the 6 speed manual transmission.  This is my first Mustang that I have ordered and I do have to say the wait was longer then I expected.  When the car finally came in the dealer was excellent in getting it ready for me to pick up.  The interior is very nice and well thought out - the only down side is there is not a whole lot of room in the back seats.  That is about the only negative I can say about the interior.  I ordered the premium leather with the red accents and they are very comfortable and look GREAT!  The 5.0 Coyote is one strong motor.  It has all the power and go that you will need.  Very strong and very quick.  When you step on it it wakes up and you will be through the gears before you know it.  Very impressed.  All I can say Ford did a wonderful job on this car.  This is a true American Muscle Car.  It is built from the ground up to be a Mustang and no other chassis in the Ford line up shares any parts of it.  Great Muscle Car!!,,,,
2017,26-09-2016,3,0.991,5, Make sure you fully understand the power of this new pony! The Shelby isn't just a regular GT Mustang- whole new world.  I went from a Nissan Z350 and knew right away that the GT350 was a beast that had to be tamed.  You can feel the power as soon as you turn the car on! Be safe- learn the car and have fun with that raw power.  Also did I mention that this pony corners as well as my old Z350 which I thought cornered very well! I was surprised since the mustang was never known to corner! They added independent rear wheel suspension! Only took them 50 years lol! So this pony can do it all now- drive to work and race on the track,,,,
2017,12-07-2017,3,0.9242,3, I loved my 2011 so much when my son took it off to college I bought myself a 2017. Sadly the 2017 seems like a step backwards. The gas mileage is worse the plastic exterior parts are cheap and fragile (simple freeway stone blew a hole in the front another piece was broke by a simple shopping cart bump) the interior has terrible design errors (i.e. the seat bracing connecting back to bottom grinds into you when you exit the car (broke the cell phone in my back pocket) the plastic and cloth features scuff at every light touch and they glued felt on the seat belt buckle to solve a clacking noise where it banged against the center console. I would have easily given my 2011 5-stars... I struggle to give the 2017 more than 3 but it does have great engine power looks amazing and will hopefully be as reliable in the end as my 2011. Ford see what you can do about actually improving the model (features/performance) from year to year.,,,,
2017,19-07-2017,3,0.9535,5, When I wentMustang shopping I was leaning toward a six cyl. But after driving the Eco boost I was SOLD on the 4 cyl.!  I am in my early 70's and at first thought I was too old and should buy a more old-fartish kind of car but after driving this hot little pony I made up my mind I was going to feed the kid in me!  My wife?  She loves it!!!,,,,
2017,18-10-2016,4,0.8429,5, Love the car inside and out. average fuel milage about 22 miles a gallon city driving. Excellent acceleration and handles real well. Sound system wonderful. Fun car shouldn't get bored of this car.,,,,
2017,28-10-2016,4,0.9572,5, My overall rating would have been higher had the V8 engine been available with a shutdown feature at highway speeds to increase overall mileage. The Corvette has it. I bought the car 9/7 and put 10K miles on it by 3/1. It came with the 265/35/20 tires and they really hold the road. Replacements will be in  the close to $300 each range but they have a 500 wear rating and roll out smooth. The pre-settings on the driver power seat allows for easy exit and entrance. The interior is well done and high quality. The car is surprisingly quiet with top up or down. I bought the Mustang because I need as much trunk space as possible for my trips and unlike the hardtop convertibles the Mustang top folds onto itself with no intrusion into an almost full size trunk. The top goes up and down quietly and fast. I downgraded the Navigation system because there is no way to alphabetize your Favorites or eliminate previous destinations individually. There is a myriad of options in the gauges and lighting features. The engine data that is displayed is far beyond the average driver. The car is a bargain in today's market. Options included automatic with paddle shifters Nav system tire pkg upgraded interior 120000 mile warranty.,,,,
2017,18-12-2016,4,0.9418,5, Update: I had to trade in this car on a new Honda CRV Touring.  I just could not get out of it any more. My joints were in rebellion so I am just too old (68) for this car with deep and low bucket seats.  In fact when I showed the CRV to my Aunt and Uncle they went and traded in their Lincoln Town Car on the exact same thing. My Aunt was able to get out with no effort at all with her bad knees. That is the ONLY problem I had with using the 2017 Mustang but it was enough.  It also depreciated heavily in 7 months from $42K to $24K KBB trade!  That part is disgusting but you get nothing for all the add-ons...beware!,,,,
,,,-0.893,,,,,,
