CarName,year,date,qtr,Vader Sentiment,Normal rating,review,,,,
Nissan Motor Corp,2001,21-04-2008,Q2 2001,0.6956,4.25,I cannot adequately describe how reliable and drama-free this truck has been.,,,,
Nissan Motor Corp,2001,24-03-2002,Q1 2001,0,4.75,Our plan is to keep it forever!,,,,
Nissan Motor Corp,2001,10/09/2007,Q4 2001,0,3.625,* Sits a little higher than most base-model pickups * The only thing that has stopped working after almost 14 years of ownership is the disc reader inside the radio. * Value-- wow. So many dependable vehicle years for such a terrific price. * Nissan Motor Corp's customer service is significantly better than some other brands we've experienced.,,,,
Nissan Motor Corp,2001,03/03/2010,Q1 2001,0.836,2.75, Well to begin with I bought this truck to replace my Toyota Motor Corp tacoma which got totaled outhad 85000 miles on it when purchased and like a timer when it hit 100000 miles everything has started falling apart First off the tie rod went out which costs $300.00 next thing to go was the common knock sensor $600.00 which nissian ignores right after that the then the wheel bearing went  and now its currently sitting in my driveway because the check engine light came on and it started missing like crazy and it now needs a $300.00 oxygen sensor which is absolutely outrageous. my Toyota Motor Corp had 145000 with just a power steering pump go out because it had 33inch tires on it will never own another nissian.,,,,
Nissan Motor Corp,2001,20-05-2008,Q2 2001,-0.5413,3.5,6 disc changer ,,,,
Nissan Motor Corp,2001,28-04-2008,Q2 2001,0,4,fix the knock sensor issues and back the customers up a little bit.,,,,
Nissan Motor Corp,2001,11/05/2006,Q4 2001,0,4.5, I bought this truck new and I still really love it.  I do NOT like the gas mileage but it is not a daily driver anymore.  I have some problems now and I'm getting ready to fix them: Fuel pump recall cracked exhaust manifold either tie rod or some other part has gone bad to cause the front end to shake.  I do enjoy driving it - it is fun!  I know you can get a newer truck with better mileage and more modern features but - I like the body style and I do not see too many SCs around.  It's irritating to have to use 93 octane - at $4 a gallon!!  I will do some mods to get a little more power out this summer.,,,,
Nissan Motor Corp,2001,06/08/2005,Q2 2001,0.8086,3.625,Body style leather interior nice stock wheels (for the SC) moon roof 6 CD player interior space.  Still have the original clutch w/98K miles.,,,,
Nissan Motor Corp,2006,10/11/2006,Q4 2006,0.6249,4.625, I have used my Frontier for long trips of 100 miles or more on at least 10 occassions since buying it as well as excursions on the beach and off-road. It has been comfortable all the way. I have traveled with three adults on trips of more than 200 miles with no complaints from the back seat passengers. I even used it to remove the remnants of a tree that I was unable to dig out. It is high enough to see over traffic but not uncomfortable when entering numbers on a keypad to a parking lot. The utili-track system is versatile and easy to use.  The only aspect I have not used is the towing but in soft sand it was flawless in 4WD- L. The air conditioner control unit had to be replaced initially.,,,,
Nissan Motor Corp,2006,09/09/2006,Q3 2006,0.9067,4.875,The R/F ten speaker audio system is exceptional with the satellite radio. The utili-track system is functional and easy to use. Homelink is convenient for opening my garage. ,,,,
Nissan Motor Corp,2006,04/04/2006,Q2 2006,0.4404,4.875,The only feature I truly wish was available for my Frontier is the dual- zone climate control system I saw in a Murano.,,,,
Nissan Motor Corp,2006,16-01-2010,Q1 2006,0.6808,4.625, This is my first pickup and I must say that I am exceptionally pleased with all aspects of this truck. As a previous Nissan Motor Corp owner I have been familiar with the product but again this was an outstanding value and product.,,,,
Nissan Motor Corp,2006,30-03-2009,Q1 2006,0.8933,4.5,Handling ability and comfort.,,,,
Nissan Motor Corp,2003,05/06/2003,Q2 2003,0.5859,5, This is one truck that you don't want ,,,,
Nissan Motor Corp,2003,16-11-2007,Q4 2003,-0.0572,4.375,to skip. It has a decent 143 hp 4cyl ,,,,
Nissan Motor Corp,2003,27-06-2007,Q2 2003,0.6369,4.25,engine that gets great economy ,,,,
Nissan Motor Corp,2003,26-03-2007,Q1 2003,0.6249,5,especially with today's gas prices. ,,,,
Nissan Motor Corp,2003,30-05-2006,Q2 2003,0,5,Between my first 2 tanks of gas I've ,,,,
Nissan Motor Corp,2006,24-08-2009,Q3 2006,0,4.875, I have the xe 4 cyl in an automatic I swapped the tires and rims and this truck can do anything! Very very happy with my purchase... Just change the oil and go! Tuff truck! No problems and it just turned 43000 miles. I bought it used great gas mileage for a truck... Can tow haul anything I throw at it! Just love it!,,,,
Nissan Motor Corp,2006,08/04/2014,Q3 2006,0.8966,3.125,quality interior and exterior looks can't pinpoint just one thing.. just love it all around...,,,,
Nissan Motor Corp,2006,15-09-2007,Q3 2006,0.6369,4.5,none....? maybe better turning radius,,,,
Nissan Motor Corp,2006,12/10/2006,Q4 2006,0.4404,4.875," I bought my '06 Frontier from an individual via Craigslist with 108k miles. I loved it for the 2 months I could drive it. Then the tranny went out. Come to find out this is common and Nissan Motor Corp never issued a recall. I found someone local who would install a re-manufactured tranny and new radiator (included all labor and fluids) for $4000. I have been waiting for over 2 months to get my truck back because their ""parts people"" from Chicago had originally gotten the wrong parts number for the tranny and are now waiting for a solenoid so they can complete the rebuild... I am now in the position that (if I ever get the truck back) I have more in it than it's worth so I HAVE to drive it now...",,,,
Nissan Motor Corp,2006,29-10-2006,Q4 2006,0.4588,4.75,The body style is very cool looking. I arctic white is a great color. The bed hooks can be moved to accommodate for most things I'm hauling. The truck has incredible power/towing capacity for it's size. Although many knock it for it's bland/plastic interior design I think it's rather sleek and pretty comfortable. The gas mileage is very good too. It's really too bad I had to endure this terrible transmission problem... I was considering another Nissan Motor Corp product for my wife to drive but now I won't even give it a second thought.,,,,
Nissan Motor Corp,2008,30-04-2008,Q2 2008,0.6113,4.75, I have wanted a truck for the last 10 yrs so I finally bought it. It was either the Tacoma or the Frontier that I narrowed it to.  The exterior of the truck is gorgeous. The interior has a lot of hard plastics but are assembled nicely.  I am amazed how smooth the powertrain is in this truck. It provides plenty of power for passing on the freeway. The optional stereo sounds very nice. The audio controls on the steering wheel are handy as is the bluetooth. Seat comfort is very good in the front seats and acceptable in the rear. Fuel economy is about 16- 17 mixed and 20-22 on the freeway so far. Purchased for invoice plus $3000 in rebates. Nissan Motor Corp was a better value than the Toyota Motor Corp overall.,,,,
Nissan Motor Corp,2008,26-04-2008,Q2 2008,0.985,4.75,Powertrain refinement Sunroof RockFord Motor Corp Fosgate Audio Bluetooth Comfort Safety features Off Road suspension XM Radio Reliability Bed Tie Downs,,,,
Nissan Motor Corp,2008,21-04-2008,Q2 2008,0.6486,4.625,Gas Mileage softer materials inside bigger armrest Plug-in in the bed Have the autodimming mirror with compass/temp as an option on the Nismo Heated Mirrors telescoping steering wheel,,,,
Nissan Motor Corp,2008,04/08/2008,Q2 2008,0,4.75, This is my 2nd Nissan Motor Corp Frontier since their redesign in 2005 just turned my 3 yr lease and now I have the Red Pearl 2008 as loaded as it can come. It's a great midsize truck good for work or play. I used it for both work family and a little beach riding. I regularly max the 4.0 out highway driving daily in PA. It will max out right about 115 electronically limited at 4500 RPM  top gear which is acceptable given that you're still going way too fast anyway.,,,,
Nissan Motor Corp,2008,19-01-2016,Q1 2008,0.891,5,Beige soft leather dual power seats Nice bedliner utility rack roof rack I use it all the time. The RockFord Motor Corp Fosgate 10 speaker system sounded great free 3 months XM 6 disc in dash changer w/MP3/WMA iPod plug. No in-dash navi poor decision.,,,,
Nissan Motor Corp,2002,27-10-2006,Q4 2002,0.7096,2.875, A bit underpowered.  Poor fuel economy (15-17 mpg in combined city/highway use.  Fairly comfortable with good room front & back although back less so for adults.  The long bed is handy although it makes thre truck very difficult to park; a short bed with the removable bed extender might be good enough if you don't haul large items regularly.  One extremely annoying design flaw: the vents cannot be closed completely off and the ductwork runs close to the engine so hot air is blown in all the time.  On days over about 65 degrees you have to keep the a/c turned on or windows down or it gets very warm inside.,,,,
Nissan Motor Corp,2002,04/06/2005,Q2 2002,0.3415,4.75,Redesign the vent system please!,,,,
Nissan Motor Corp,2002,26-07-2006,Q3 2002,0.3802,3.625, The truck drives great the only issue is the gas mileage but that is only becuase I was used to driving a 4 cylinder and this is a V6.  Handles wonderful in snow and rain.  Looks nice and I love that we bought it.,,,,
Nissan Motor Corp,2002,04/10/2006,Q2 2002,0.959,4.625,Oversize package makes it look beefy.,,,,
Nissan Motor Corp,2002,08/11/2005,Q3 2002,0,4.5, this is my first truck and my next truck will be a Nissan Motor Corp,,,,
Nissan Motor Corp,2002,09/12/2008,Q3 2002,0,4.875, Truck is babied.  Other than oil and filter changes no expense but air went out at 45k.  Still on original tires at 55k.  Rear vibrated even when new 55-65 mph.   Gearing is very tall making engine appear sluggish took some time to get used to having to rev up to take off but love the mpg 24/28.,,,,
Nissan Motor Corp,2002,09/01/2015,Q3 2002,0.6808,4,Plasticky fender flares (eye-roll-here).,,,,
Nissan Motor Corp,2002,10/06/2008,Q4 2002,0,3,5 lug wheels.  Spray in bed liner std.,,,,
Nissan Motor Corp,2002,05/07/2016,Q2 2002,0,5, I saved literally thousands of dollars by buying a code reader and simply erasing the bogus cat failure codes. I do almost all of the maintenance. including the timing belt; the truck has seen the inside of a shop only twice for small repairs.  Some features of the design are stupid.  Replacing the driver's side valve cover gasket is a total nightmare because the intake plenum has to be removed.  You also have to take off the plenum to replace the knock sensor although it can be relocated to the top of the engine. I figure that these are dealer-welfare designs. ,,,,
Nissan Motor Corp,2002,25-07-2007,Q3 2002,-0.4767,4.75,Altogether I have been happy with this my first truck.  It is the perfect size for my hauling and commuting needs.  I hear tI needed another truck. hat the new ones don't have the bugs of the '02s.  Probably would buy one if,,,,
Nissan Motor Corp,2002,14-08-2008,Q3 2002,0.8126,4.5, Great truck nice looking great mpg very slow.  I have an auto with 63000.  Something squeaks when i go over bumps.,,,,
Nissan Motor Corp,2002,16-04-2003,Q2 2002,0.9001,3.25,Looks long bed reliability.,,,,
Nissan Motor Corp,2002,29-04-2006,Q2 2002,0,2.875,Better acceleration.,,,,
Nissan Motor Corp,2002,01/03/2005,Q1 2002,0.4404,4.625, Great little work truck the 5-speed ,,,,
Nissan Motor Corp,2002,18-06-2002,Q2 2002,0.6249,4.875,gets good gas mileage and is fun to ,,,,
Nissan Motor Corp,2009,31-10-2009,Q4 2009,0.7351,4.125, solid pleasing performance have had in some serious off road situations and it has tackled them with confidence ride is a little stiff on highway but that was expected with this truck as equipped good ground clearance would like to see an upgrade in OE tires but they have done welli could do without the roof rack that came with the truck the only off road issue has been the side step rails that I have scraped a couple of times,,,,
Nissan Motor Corp,2009,27-09-2009,Q3 2009,0.891,4.625,stereo system is excellent traction package useful great power from engine heated seats make wife happy,,,,
Nissan Motor Corp,2009,09/08/2009,Q3 2009,0.9371,3.5,longer center armrest on consolecompasstemp in mirror would be nice less plastic.,,,,
Nissan Motor Corp,2009,08/04/2009,Q3 2009,0.4215,4.75, Rides great for a truck. Good power from the 4.0V6. ,,,,
Nissan Motor Corp,2009,31-07-2009,Q3 2009,0.7906,4.25,Engine and exterior design.,,,,
Nissan Motor Corp,2009,20-08-2010,Q3 2009,0,5, AWESOME !  This is without a doubt the best truck for the buck I've owned since I bought my first Toyota Motor Corp in 1982.  What those trucks did for Toyota Motor Corp this truck should do for Nissan Motor Corp. I read that the output of this 6-cyl was near the F-150 and I had towed with the F-150 (22 ft Boston Whaler Dauntless) so I bought it. It pulls her out of the ramp in the snow and ice we get here in Montana 4-wheels the mountains and gets over 20 MPG if I don't go over 70 MPH.  It does a whole lot better on premium and lousy if you put in alcohol contaminated gasoline.  I know that because I took this truck across country towing a smaller boat. Geared right for whatever you want a truck to do.,,,,
Nissan Motor Corp,2009,28-04-2010,Q2 2009,0.5525,5,I thought the hill button was a joke when I bought the rig...now I use it all the time. Like the heated seats tie downs in bed the way the back seats fold up  hell I love everything about this truck except that it can't fly,,,,
Nissan Motor Corp,2009,23-04-2010,Q2 2009,0.5106,4.75,Shift-able automatic.  I wish Nissan Motor Corp made this truck in a turbo diesel with enough power to pull and good road economy .... or make a diesel for the Titan and blow everyone else out of the pond!,,,,
Nissan Motor Corp,2009,01/07/2010,Q1 2009,0.7088,4.625, This is the third King Cab 4cyl 5/man since 1985.  'Nuff said.,,,,
Nissan Motor Corp,2009,29-11-2009,Q4 2009,0,5,4cyl  5/man  king cab,,,,
Nissan Motor Corp,2009,14-06-2016,Q2 2009,0,2, I will start this review off stating that the North Carolina Consumer Council urges people to stay away from this vehicle: http://www.carcomplaints.com/news/2016/dont-buy-Nissan Motor Corp-pathfinder-frontier-xterra.shtml,,,,
Nissan Motor Corp,2009,19-01-2016,Q1 2009,0,4,If you're looking to purchase a used Frontier it is imperative to look out for two costly failures. They start occurring around the 100k mark. I will list them from most to least expensive.,,,,
Nissan Motor Corp,2009,17-04-2010,Q2 2009,-0.5267,4.875,1. Coolant leaks in the transmission fluid. Bring a ratchet with an extension and a 10mm socket to remove the bolt and check the transmission fluid. The dipstick isn't easy to find so Google it and you'll see where to locate it. If the transmission fluid is pink or has the look and consistency of Pepto Bismol the transmission will fail and the radiator will need to be replaced. Estimated cost to repair at Nissan Motor Corp dealership = $3500 - $6000,,,,
Nissan Motor Corp,2009,12/04/2009,Q4 2009,-0.7101,4.75,2. Listen for the timing chain tensioner failure.  After starting the engine pop open the hood and listen to area where the timing chain is near also if you can have someone rev it up a few times to see if you hear the whine; if you hear a whining sound similar to an remote controlled car moving then timing chain tensioner has failed and the timing belt will eventually get too loose and destroy the engine. All of the timing chains and tensioners will need to be replaced. Estimated cost to repair at Nissan Motor Corp dealership = $1700 - $2000 if ignored and the timing chain fails you will need a rebuilt engine estimated cost ??? (thousands),,,,
Nissan Motor Corp,2009,08/06/2009,Q3 2009,-0.9789,4.75,The radiator/transmission issues can be avoided by rerouting the lines that run from the radiator to the transmission directly into the transmission cooler but a better solution is to install an external transmission cooler bypassing the radiator altogether; this way coolant will never have a chance to enter the transmission even if the radiator fails or leaks occur.,,,,
Nissan Motor Corp,2009,29-07-2009,Q3 2009,0.0747,3.875, This is my second Nissan Motor Corp Frontier I've owned and drove my 2001 for 8 years and I must say it has been the most reliable vehicle I have ever owned I still own it.  I've owned the new Frontier for 2 months now and the only complaints I have thus far is the drivers seat and the center console.  ,,,,
Nissan Motor Corp,2009,08/05/2014,Q3 2009,-0.4019,2.875,Roomiest for a Midsize.  Body style.  Reliability speaking from my 2001 Nissan Motor Corp.,,,,
Nissan Motor Corp,2009,22-07-2009,Q3 2009,0,2.875,XE Model they should add Lumbar support for seats.  XE model they kind of scipmted on the rims I've would have paid more for some better rims. The center console needs to be longer.,,,,
Nissan Motor Corp,2009,23-04-2010,Q2 2009,0.7063,3, Buyer beware Nissan Motor Corp is using poor quality parts expect expensive repairs at 40000 miles sound familiar putting cheap parts in cars how did that work out for GM Motor Corp. ,,,,
Nissan Motor Corp,2009,24-07-2016,Q3 2009,-0.4767,5,Do not waste your hard earned money on poor quality.,,,,
Nissan Motor Corp,2011,14-08-2013,Q3 2011,-0.121,4.625, I bought a new 2006 Toyota Motor Corp Tacoma V6 Prerunner and never really liked it. It was way too sensitive to any wind. It took a tight grip on the steering wheel to keep it on the road on a windy day. If it had been windy the day I test drove it I would never had bought it. The Frontier drives great on windy days and very little wind noise compared to the Tacoma. It rides better gets better fuel mileage better transmission and has more power. The only gripe is the interior scratches easily and the turning radius is not as tight as the Tacoma. I went from a truck I hated to a truck I love to drive. That says it all.,,,,
Nissan Motor Corp,2011,03/02/2011,Q1 2011,0.9127,5,Styling size ride and power.,,,,
Nissan Motor Corp,2011,16-10-2011,Q4 2011,0,5,Upgrade interior move the console armrest toward the front and improve the turning radius.,,,,
Nissan Motor Corp,2011,07/01/2011,Q3 2011,0.4404,3.625, Nissan Motor Corp should have named the 4x4 the Mountain Goat series..the Frontier out performs every other truck in it's class. Built like it looks. ,,,,
Nissan Motor Corp,2011,09/12/2011,Q3 2011,0.3612,5,Power everyday handling and off-road prowess..and truthfully I like the snares other brand truck give it..they really hate to see it show up. :),,,,
Nissan Motor Corp,2011,25-09-2012,Q3 2011,0.5279,4.125, Bought it,,,,
Nissan Motor Corp,2011,25-03-2011,Q1 2011,0,4.875,brand new... now 1 year later going on 9k miles.,,,,
Nissan Motor Corp,2011,13-09-2012,Q3 2011,0,4.125,Great truck always gets 19 mpg.. Great engine.,,,,
Nissan Motor Corp,2011,06/09/2011,Q2 2011,0.8481,4.875,4x4 works great tows very well. I have only a couple minor complaints...,,,,
Nissan Motor Corp,2011,20-03-2012,Q1 2011,0.7574,4.875,The passenger fold down seat rattles and drives me crazy.,,,,
Nissan Motor Corp,2011,10/02/2011,Q4 2011,-0.34,4.625, Overall I am mostly satisfied with this truck. I've driven this one for just over 8000 miles.,,,,
Nissan Motor Corp,2011,07/08/2015,Q3 2011,0.4215,5,"I like the exterior styling except for the excessive amounts of ""chrome"" or bright shiny metal/plastic. I'm fine with the bumpers being shiny but the front bumper along with the bright grille is simply to much in my opinion. Not a big deal I'm paint the grille and that problem is solved.They also attempted to solve this in the 2012 model with the sports package.",,,,
Nissan Motor Corp,2011,19-03-2013,Q1 2011,0.6808,5,I'm nearly satisfied with the interior. The materials could have been a bit better but aren't bad overall. It just seems as if the plastics scuff up pretty easily.,,,,
Nissan Motor Corp,2011,12/09/2010,Q4 2011,0.9328,5,Lastly the automatic transmission is a bit of a gear hunter.,,,,
Nissan Motor Corp,2011,09/09/2011,Q3 2011,0,4.875,Ground clearance power MPG (personal best of 22.6 avg of 19.6) general quality inside and out. Ample room everywhere locking glovebox and dual glove box.,,,,
Nissan Motor Corp,2016,04/10/2016,Q2 2016,0.6369,5, Know what price you want to pay and get your discounts before going into the finance office!!!!,,,,
Nissan Motor Corp,2016,18-08-2016,Q3 2016,-0.3111,5, No complain. Very nice vehicle. Smooth riding strong motor v6. Bose system is awesome. Love all the additional features.,,,,
Nissan Motor Corp,2010,29-03-2010,Q1 2010,0.8999,4.125, Recently bought truck.  Has value package & bed liner with bed extender.  Considered Tacoma Dakota Ranger & Colorado.  1st truck since 89 Toyo 4x4 with 4 cyl manual.  Main reason for buying Frontier over Tacoma (1st choice) - $.  Nissan Motor Corp gave $2K rebate plus another $1K since I own Toyota Motor Corp + dealer sold well below invoice.  Great value for $.  Was torn between the 4 cyl and 6.  Got the 4 because it's mostly a commuter truck with weekend warrior activity.  After 1700 miles happy with truck but 4 cyl lacks power with auto trans.  Highway driving is fine when up to speed.  But lack of power is apparent when getting on highway stoplight to stoplight hills or with load in bed.  ,,,,
Nissan Motor Corp,2010,21-02-2010,Q1 2010,0.6808,4.875,Looks seat comfort decent gas mileage (averaging 23 mpg highway 20 mpg city after break in).  Added weather tech floor mats and a keyless keypad.  Fog lights next.  Best feature - price price price.  Extended cab 16 wheels auto power package bed liner bed extender etc. for way below Tacoma,,,,
Nissan Motor Corp,2010,29-11-2009,Q4 2010,0.7717,5,Only 2 Engine options.  Overkill with the 6 cyl and marginal with the 4. The 4 just barely cuts it.  Manual would be better but hard to find on the SE.  Overall my needs are being met.  Cheap transport to and from work light duty weekend chores mountain bikes kayak etc.  ,,,,
Nissan Motor Corp,2010,14-06-2016,Q2 2010,-0.0267,1," Bought this truck just before Christmas 2009. I tell you what a fun truck to drive  a very very peppy 4cyl with a smooth shifting Auto Trans. This truck really moves handles well and is very very quiet! Had a 2000 Frontier but this one is a far cry better !!! I would recommend the 4cyl Auto to anyone if you just need a truck to drive and not pulling anything. Plenty of ZIP getting on the Highway. Love the ride also the 16"" tires and wheels are a nice addition. Overall as you can tell i am very impressed with this truck the more i drive it the more i like it !!! And it is a very nice looking truck at that ! Traded a Honda Motor Corp CRV for this and have not looked back since !!!   Way to go Nissan Motor Corp",,,,
Nissan Motor Corp,2010,15-06-2010,Q2 2010,0.9841,2.875,"Very quiet interior plenty of room Love the 4 door set upwith the 16"" wheels it sits up high and gives a safe feeling that you can see very well all around you. The seats are very comfy i might add i do not feel cramped in this truck. Overall very Impressed thanks Nissan Motor Corp ! Like the 3yr 36 warr",,,,
Nissan Motor Corp,2010,31-07-2017,Q3 2010,0.9604,5, Get the Crew Cab!,,,,
Nissan Motor Corp,2010,03/09/2011,Q1 2010,0,4.125, Bought an SE King Cab and have liked it with the manual and V-6: great acceleration and fun to drive.,,,,
Nissan Motor Corp,2010,30-07-2010,Q3 2010,0.8807,4.875,My issue is that despite having paid for Nissan Motor Corp spare tire lock the spare was stolen within weeks and Nissan Motor Corp is refusing to do anything. The ease of stealing spare tires is big issue for Nissan Motor Corp trucks & SUVs (I had two stolen off 2008 Pathfinder) and it's very hard to find a way to secure them. Almost every Nissan Motor Corp SUV owner in my neighborhood that I've spoken with has same issue. Dealer said Nissan Motor Corp lock would suffice but the thieves just bypassed it and removed everything from above the spare - and yes they also stole the lock!!,,,,
Nissan Motor Corp,2010,26-04-2010,Q2 2010,-0.777,4.75,Will cost me $1000 to replace it all.,,,,
Nissan Motor Corp,2010,04/03/2010,Q2 2010,0,4.375,Very unhappy...,,,,
Nissan Motor Corp,2011,01/03/2014,Q1 2011,0,4, I bought this car to get me something with good gas mileage that was different with all wheel drive and standard bluetooth. And a sub compact size with a good fun-to-drive ratio. And it had to have a sticker of under 22k,,,,
Nissan Motor Corp,2011,06/09/2013,Q2 2011,0.7003,4,Overall its an okay vehicle but I've been talking to people (Nissan Motor Corp techs - to remain nameless) who've all said to trade it in after the warranty is up. That is enough for me to say I won't own another one again but overall its not terrible. The major complaints are three:,,,,
Nissan Motor Corp,2011,13-10-2010,Q4 2011,0.0595,4.25,1. MPG is not what was promised,,,,
Nissan Motor Corp,2011,01/11/2012,Q1 2011,-0.2755,4.875,2. Gas tank is only about 11 gallons,,,,
Nissan Motor Corp,2011,02/01/2016,Q1 2011,0,3,3. Although you don't have to run 93 octane your really should to,,,,
Nissan Motor Corp,2011,14-04-2011,Q2 2011,0,4.75, Love at first test drive love the quick throttle repsonse never drove a car that was actually fun to drive ! this makes me excited for my daily 52 mile round trip to work. I sold my 06 Mazda 3i to get this Juke SV & it was the best sale I have ever made ! very smooth ride quiet & the MPG is awesome ! similar size gas tank compared to my Mazda 3 & I seem to be using less gas in the Juke so I have to wonder all you reviews that said it gets horrible MPG do you never take it off the sport mode & drive like a maniac ? I love how the bullfrog body is like no other manufacturers out there & it fits all my needs as a 4-dr since I plan on having kids somedays. motorcycle-like interior is cool!,,,,
Nissan Motor Corp,2011,17-10-2013,Q4 2011,0.9804,3,Turbo engine blue tooth & the fact that it reads you who is calling before you answer! 4 doors push start button- which was made for us females who are sick of digging thru our purses each time for keys no more w/ this car as long as it's in your purse or pocket you are good to go miles available until nxt fill tire pressure reading if low quite sound when locking w/ the button on the drivers handle sterring wheel buttons- cant live w/out them once you get used to them & I like how they made the buttons change when u press either climate or drive mode smart way to stash lots of buttons. & love the fact that now i only have to tint 2 windows instead of 5 ! I love the very dark tint!,,,,
Nissan Motor Corp,2011,14-01-2015,Q1 2011,0.8617,1,"A middle console/ arm rest would be nice soley to have more personal hidden storage all you get is the glove box which by the way I still havent figured out how to lock w/ the valet key that's inside the intelligent key.... if anyone has please email me & make me feel stupid :) Just a few more inches for the rear passengers would have been good but at 5'5 med build I fit well with the front seat all the way back. The drivers seat is not made for ""larger"" ppl as I weight 170 & have womanly hips & any bigger & the seatbelt would bother my hips being so close to it every day in such a small seat. rear hatchback cover would also have been nice for privacy of items when shopping :) ",,,,
Nissan Motor Corp,2011,20-08-2011,Q3 2011,0.9413,4.875, Great driving vehicle. Enjoyed our time together. That is until it died without any warning. Guess what - it was the timing chain. No warning and no sign of any problem. It broke and left me in the middle of the highway. I was able to coast to the next exit and wait for a tow to the nearest Nissan Motor Corp dealer. I had no idea what the problem was. I thought it was electrical. They confirmed it was not electrical and it was the engine. But it would take 5 hours to take it apart to diagnose the problem. That means I would have to pay them $500 to tell me the engine was dead and needed to be replaced. The timing chain appears to be very common. Nissan Motor Corp was not helpful. It was just outside the warranty.,,,,
Nissan Motor Corp,2011,26-07-2011,Q3 2011,-0.9399,2.25,Nissan Motor Corp needs to be asamed of themselves. They are selling a defective vehicle with serious design flaws. What will it take for them to man up and fix the problem?  They need to stand behind this and fix the defective parts.  They need to repay the poor soles who are forced to replace the engine.,,,,
Nissan Motor Corp,2014,26-02-2017,Q1 2014,-0.9313,5," Bought this car for my wife and she absolutely loves it!  ""It fits me"" is what she says.  Comfort durability and mileage are all great.",,,,
Nissan Motor Corp,2014,29-12-2016,Q4 2014,0.7773,1," They suck you in to buy it because of the look and color options but in reality it is the most unsafe unreliable money pit vehicle I've ever owned!  The entire vehicle is like a cheap combination of plastic and thin thin metal.  I had to replace the tires before I even had 15000 miles on it just so I could pass state inspection.  The windows are so cheap that when I got a very small rock chip I parked it in the garage so that the next day my insurance could fill it so it didn't spider but the next day when I opened the garage I was shocked at how it had completely spidered over the entire windshield and it was only 30 degrees outside and my ""Joke"" was parked in the garage so needless to say I had to get a new windshield!  The gas mileage is so bad I can fill up and never even get more than 260 miles on a tank of gas.  The list goes on by a lot but I'm just trying to warn others not to get sucked into buying this vehicle because of the color options!!  Just beware!",,,,
Nissan Motor Corp,2014,26-08-2014,Q3 2014,-0.8144,5," I nicknamed it ""The Ugly Duckling"" because my first instinct was to NOT buy it.",,,,
Nissan Motor Corp,2014,10/06/2015,Q4 2014,-0.5106,3,However my husband and son fell in love with it and I agreed because it's a Nissan Motor Corp (this is our 5th Nissan Motor Corp) and a manual (I hate automatic cars).,,,,
Nissan Motor Corp,2014,28-08-2015,Q3 2014,0.3818,5,My husband drove it exclusively for the first month until I tried it out.,,,,
Nissan Motor Corp,2014,24-07-2015,Q3 2014,0,3,I refuse to give it back!,,,,
Nissan Motor Corp,2014,18-03-2016,Q1 2014,-0.3595,4,I've been driving for more than 40 years and this car is the BEST I've ever driven.,,,,
Nissan Motor Corp,2011,05/06/2014,Q2 2011,0.7125,4, bought mine new in 4/2011 and truth is i thank god haven't had any problems. I'm sorry to hear about the people who are having problems with the chain. i just got called last week from the dealer to take it in to have the chain replace which after reading the reviews i will do ASAP. i do however hate that it goes thru gas like crazy i'm looking into buying a more gas efficient car but to be honest there is nothing out there that i like or that would make me trade my Bionic frog.,,,,
Nissan Motor Corp,2011,25-03-2012,Q1 2011,0.9099,5, ,,,,
Nissan Motor Corp,2011,17-09-2011,Q3 2011,0,4.125,Love the CVT transmission don't feel the jolt love the way it handles on the frwy (when i'm able to actually go frwy speeds i live in L.A so i'm always in traffic) it's a pretty fast car and the pickup is great especially if i'm driving it in manual mode. I love that the car sits up high like an SUV from which i can get in & out without any problem. ,,,,
Nissan Motor Corp,2011,04/02/2016,Q2 2011,0.9768,5,i don't know about the newer models but the 2011 the interior (room) is terrible the only comfortable person in the car is the driver i can't fit anyone in the back sit there is no room there is no arm room (when driving rest your arm on) no storage compared to the Versa (2008 which is what i had before) and of course don't forget it's not a good gas efficient car it's like i'm driving a V8 well i guess power requires gas. and still can't find anything i like out there. ,,,,
Nissan Motor Corp,2011,22-03-2011,Q1 2011,-0.693,4.75, I've had my 2011 Juke SL for a little while now and it's without a doubt my favorite car I've ever owned!,,,,
Nissan Motor Corp,2013,02/01/2016,Q1 2013,-0.1685,4, I live in suburb of Wash D.C.  Work in downtown D.C. shop in suburban shopping centers. Due to size of car maneuverability visibility I regularly can fit into parking spaces other cars can't(on D.C. streets) and can get in and out of spaces and lanes in suburban lots while others with larger vehicles are backing up and moving forward over & over to get out of space blocking entire lane entire time. Have likely saved hundreds of dollars in parking lot fees in downtown DC. because find parking at the curb for far less(or nothing at all),,,,
Nissan Motor Corp,2013,04/08/2013,Q2 2013,0.4215,4.875, I've had my 2012 Juke for 16 months and have 26000 miles already!,,,,
Nissan Motor Corp,2013,07/04/2013,Q3 2013,0,5,It's cute sexy and out performs anything I've owned to date.,,,,
Nissan Motor Corp,2013,09/06/2016,Q3 2013,0.7506,5,Traded in a 2000 Wrangler and was really afraid I'd be disappointed... NO WAY!!,,,,
Nissan Motor Corp,2013,07/02/2017,Q3 2013,-0.5449,5,I love it!,,,,
